source_file,source_path,doi,year,authors,electrode_label,role,is_primary,mxene_formula,mxene_formula__unit,mxene_formula__conf,composition,composition__unit,composition__conf,synthesis_method,synthesis_method__unit,synthesis_method__conf,layer_no,layer_no__unit,layer_no__conf,layer_no__src,interlayer_spacing,interlayer_spacing__unit,interlayer_spacing__conf,interlayer_spacing__src,flake_size,flake_size__unit,flake_size__conf,flake_size__src,porosity,porosity__unit,porosity__conf,porosity__src,pore_diameter,pore_diameter__unit,pore_diameter__conf,pore_diameter__src,tortuosity,tortuosity__unit,tortuosity__conf,electrode_thickness,electrode_thickness__unit,electrode_thickness__conf,electrode_thickness__src,mass_loading,mass_loading__unit,mass_loading__conf,mass_loading__src,electrolyte,electrolyte__unit,electrolyte__conf,ssa,ssa__unit,ssa__conf,ssa__src,scan_rate,scan_rate__unit,scan_rate__conf,scan_rate__src,current_density,current_density__unit,current_density__conf,current_density__src,gravimetric_capacitance,gravimetric_capacitance__unit,gravimetric_capacitance__conf,gravimetric_capacitance__src,volumetric_capacitance,volumetric_capacitance__unit,volumetric_capacitance__conf,volumetric_capacitance__src,areal_capacitance,areal_capacitance__unit,areal_capacitance__conf,areal_capacitance__src,formula_match,formula_reasoning,synthesis_match,synthesis_reasoning,electrolyte_match,electrolyte_reasoning,overall,overall_reasoning
201807260933092014.pdf,201807260933092014.pdf,10.1002/aelm.201800179,2018,Huang et al.,Ti3C2Tx film (4.0 ± 0.1 µm),variant,False,Ti3C2Tx,,stated,"Ti3C2Tx (T = H, O, F)",,stated,"LiF/HCl chemical etching followed by sonication, centrifugation, and vacuum-assisted filtration",,derived,two-layer,,derived,,2.04,nm,derived,,several,µm,derived,,,,stated,,,,stated,,,,stated,4.0 ± 0.1,µm,stated,,,,stated,,PVA/H2SO4 gel electrolyte,,derived,,,stated,,5,mV s−1,stated,"Figure 4 caption: ""e) The corresponding CV curves at 5 mV s−1 with different MXene film thicknesses."" The zoomed Fig 4e/4f/4g legends (p.6 crop) show the compared thicknesses are exactly 4, 11, and 21 µm, so 5 mV s−1 is the stated CV scan rate for this 4 µm sample. This is the CV condition; the capacitance value in this row is GCD-derived at 0.25 mA cm−2, not from this scan rate.",0.25,mA cm−2,derived,"Text: ""The areal capacitances of up to 73, 134, and 340 mF cm−2 can be achieved by using GCD curves when the thickness of the MXene films are 4, 11, and 21 µm, respectively (Figure 4f)."" The already-recorded 73 mF cm−2 / 183 F cm−3 for this 4 µm film are the 'up to' (maximum) values, which the paper explicitly ties to 0.25 mA cm−2 for the other thicknesses (""340 mF cm−2 at 0.25 mA cm−2""; ""134, 123, 118, 103, and 90 mF cm−2 at 0.25, 0.5, 1.0, 2.5, and 5.0 mA cm−2""). Verified on the zoomed Fig 4f panel (p.6, 900 dpi crop): the leftmost point of every series sits at 0.25 mA cm−2 on the x-axis, and the green 4 µm point there reads ~72 mF cm−2, matching the stated 73 (within 2%). Same 0.25 mA cm−2 already filled for the 11 and 21 µm rows. Note this is the device (two-electrode MSC) test condition, as are the capacitances already in this row.",,,stated,,183,F cm−3,stated,,73,mF cm−2,stated,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
201807260933092014.pdf,201807260933092014.pdf,10.1002/aelm.201800179,2018,Huang et al.,Ti3C2Tx film (11.0 ± 0.1 µm),variant,False,Ti3C2Tx,,stated,"Ti3C2Tx (T = H, O, F)",,stated,"LiF/HCl chemical etching followed by sonication, centrifugation, and vacuum-assisted filtration",,derived,two-layer,,derived,,2.04,nm,derived,,several,µm,derived,,,,stated,,,,stated,,,,stated,11.0 ± 0.1,µm,stated,,,,stated,,PVA/H2SO4 gel electrolyte,,derived,,,stated,,5,mV s−1,stated,"Figure 4 caption: ""e) The corresponding CV curves at 5 mV s−1 with different MXene film thicknesses"" (legend of the zoomed panel confirms 4/11/21 µm). Consistent with text: ""The as-fabricated micro-supercapacitors with MXene thickness of 11 µm were tested by cyclic voltammetry (CV) at various scan rates ranging from 5 to 100 mV s−1 (Figure 4b)"" — 5 mV s−1 is the low end of that sweep. CV condition only; the capacitance in this row is GCD-derived at 0.25 mA cm−2.",0.25,mA cm−2,stated,,,,stated,,122,F cm−3,stated,,134,mF cm−2,stated,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
201807260933092014.pdf,201807260933092014.pdf,10.1002/aelm.201800179,2018,Huang et al.,Ti3C2Tx film (21.0 ± 0.1 µm),primary,True,Ti3C2Tx,,stated,"Ti3C2Tx (T = H, O, F)",,stated,"LiF/HCl chemical etching followed by sonication, centrifugation, and vacuum-assisted filtration",,derived,two-layer,,derived,,2.04,nm,derived,,several,µm,derived,,,,stated,,,,stated,,,,stated,21.0 ± 0.1,µm,stated,,,,stated,,PVA/H2SO4 gel electrolyte,,derived,,,stated,,5,mV s−1,stated,"Figure 4 caption: ""e) The corresponding CV curves at 5 mV s−1 with different MXene film thicknesses."" Zoomed Fig 4e legend confirms the 21 µm film is one of the three curves. CV condition only; the capacitance in this row is GCD-derived at 0.25 mA cm−2.",0.25,mA cm−2,stated,,,,stated,,162,F cm−3,stated,,340,mF cm−2,stated,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
acsnano.9b10066.pdf,acsnano.9b10066.pdf,10.1021/acsnano.9b10066,2020,Zhou et al.,pure Ti3C2Tx MXene electrode,control,False,Ti3C2Tx,,stated,Ti3C2Tx,,stated,"LiF/HCl etching of Ti3AlC2, followed by sonication and centrifugation delamination",,derived,single- or double-layer flakes,,derived,,,,uncertain,,0.116±0.047,µm,derived,,,,uncertain,,,,uncertain,,,,uncertain,~0.6,µm,stated,,,,uncertain,,1 M H2SO4,,derived,,,uncertain,,,,uncertain,,1,A/g,stated,,,,uncertain,,464,F/cm3,stated,,49,mF/cm2,stated,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
acsnano.9b10066.pdf,acsnano.9b10066.pdf,10.1021/acsnano.9b10066,2020,Zhou et al.,Ti3C2Tx MXene/RGO composite electrode (50 wt% RGO),primary,True,Ti3C2Tx,,stated,"Ti3C2Tx/RGO, 50 wt% RGO (1:1 weight ratio)",,stated,LiF/HCl-etched Ti3C2Tx mixed with hydrazine-reduced graphene oxide; vacuum-assisted filtration and dry transfer,,stated,single- or double-layer MXene flakes,,stated,,,,uncertain,,MXene: 0.116±0.047; RGO: 1.74±0.68,µm,stated,,,,uncertain,,,,uncertain,,,,uncertain,~1,µm,stated,,0.35,mg/cm2,derived,"[UNVERIFIED] Text: 'exhibiting a specific areal capacitance of 49 mF/cm2 (volumetric capacitance of ~490 F/cm3 and gravimetric capacitance of ~140 F/g)'. Areal mass = C_areal/C_grav = 0.049 F cm-2 / 140 F g-1 = 3.5e-4 g cm-2 = 0.35 mg cm-2. Independent check with the stated film thickness: density = 490/140 = 3.5 g cm-3, x 1 um ('The thickness of the film electrode is ~1 um') = 0.35 mg cm-2. Values are quoted with '~' in the paper, hence the uncertainty. [+-10%]",1 M H2SO4,,stated,,,uncertain,,,,uncertain,,1,A/g,stated,,~140,F/g,stated,,~490,F/cm3,stated,,49,mF/cm2,stated,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
Advanced Materials - 2023 - Arslanoglu - 3D Assembly of MXene Networks using a Ceramic Backbone with Controlled Porosity.pdf,Advanced Materials - 2023 - Arslanoglu - 3D Assembly of MXene Networks using a Ceramic Backbone with Controlled Porosity.pdf,10.1002/adma.202304757,2023,Arslanoglu et al.,"MX-PS electrodes with 60% longitudinal porosity, 180 mg mL−1 MXene",primary,True,Ti3C2Tx,,stated,Ti3C2Tx MXene-infiltrated porous silica,,stated,"LiF/HCl minimally intensive layer delamination (MILD), followed by capillary infiltration into freeze-cast silica",,stated,single-layer and delaminated multilayer,,stated,,,,stated,,≈1,μm,stated,"[UNVERIFIED] 'For our system (e.g., 1 μm flake size, 1 nm flake thickness, and 3.7 g cm-3 Ti3C2Tx MXene density), ref. [51] gives the critical MXene concentration...'. Corroborated by Figure 1d (DLS hydrodynamic-diameter distribution of the as-synthesized Ti3C2Tx), whose main peak sits at ≈900 nm. Material-level: one MXene dispersion is used for every MX-PS sample in the paper.",60,%,stated,,≈50,μm,stated,,,,stated,about 1,mm,derived,,2.43,mg cm−2,stated,,3 m poly(vinyl alcohol) (PVA)/H2SO4,,derived,,,stated,,10,mV s−1,stated,,,,uncertain,,7.26,F g−1,stated,,,,stated,,7.24,F cm−2,stated,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
Advanced Materials - 2023 - Arslanoglu - 3D Assembly of MXene Networks using a Ceramic Backbone with Controlled Porosity.pdf,Advanced Materials - 2023 - Arslanoglu - 3D Assembly of MXene Networks using a Ceramic Backbone with Controlled Porosity.pdf,10.1002/adma.202304757,2023,Arslanoglu et al.,MX-PS supercapacitor prepared with 90 mg mL−1 MXene concentration,variant,False,Ti3C2Tx,,derived,Ti3C2Tx MXene-infiltrated porous silica,,stated,"LiF/HCl MILD, followed by capillary infiltration into freeze-cast silica",,derived,single-layer and delaminated multilayer,,derived,,,,stated,,≈1,μm,stated,"[UNVERIFIED] 'For our system (e.g., 1 μm flake size, 1 nm flake thickness, and 3.7 g cm-3 Ti3C2Tx MXene density)...'; corroborated by the Figure 1d DLS distribution peaking at ≈900 nm. Material-level value (same MXene dispersion, only its concentration differs between samples).",60,%,derived,"[UNVERIFIED] The 90 mg mL−1 device is the same standard backbone as the 180 mg mL−1 primary device, differing only in dispersion concentration: 'the effect of MXene concentration on the electrochemical performance is briefly evaluated by comparing these results with the ones of a supercapacitor prepared with a reduced MXene concentration of 90 mg mL-1'. The standard backbone is described as 'The resulting porous silica backbones exhibit ≈60% porosity with ≈50 μm average pore size'. [+-5%]",≈50,μm,derived,"[UNVERIFIED] Same reasoning as the porosity entry: the 90 mg mL−1 device uses the standard freeze-cast backbone, 'The resulting porous silica backbones exhibit ≈60% porosity with ≈50 μm average pore size'. Not a per-sample measurement. [+-5%]",,,stated,about 1,mm,derived,,,,stated,,3 m poly(vinyl alcohol) (PVA)/H2SO4,,derived,,,stated,,10,mV s−1,stated,,,,uncertain,,,,stated,,,,stated,,3.13,F cm−2,stated,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
Advanced Materials - 2023 - Arslanoglu - 3D Assembly of MXene Networks using a Ceramic Backbone with Controlled Porosity.pdf,Advanced Materials - 2023 - Arslanoglu - 3D Assembly of MXene Networks using a Ceramic Backbone with Controlled Porosity.pdf,10.1002/adma.202304757,2023,Arslanoglu et al.,"MX-PS electrodes with 40% longitudinal porosity, 180 mg mL−1 MXene",variant,False,Ti3C2Tx,,stated,Ti3C2Tx MXene-infiltrated porous silica,,stated,"LiF/HCl MILD, followed by capillary infiltration into freeze-cast silica",,stated,single-layer and delaminated multilayer,,derived,,,,stated,,≈1,μm,stated,"[UNVERIFIED] 'For our system (e.g., 1 μm flake size, 1 nm flake thickness, and 3.7 g cm-3 Ti3C2Tx MXene density)...'; corroborated by the Figure 1d DLS distribution peaking at ≈900 nm. Material-level value (same MXene dispersion for all MX-PS samples).",40,%,stated,,≈20,μm,stated,,,,stated,about 1,mm,derived,,,,stated,,3 m poly(vinyl alcohol) (PVA)/H2SO4,,derived,,,stated,,10,mV s−1,stated,,,,uncertain,,,,stated,,,,stated,,1.85,F cm−2,figure,"[UNVERIFIED] Figure 4f (page 10), blue solid bar (left y-axis, Areal Capacitance) in the 40% porosity / longitudinal column. Pixel calibration on the left-axis ticks (0/2/4/6/8 F cm−2 at y=1764/1413/1062/709.5/360 px); bar top y=1439 -> 1.852 F cm−2. Calibration check on the 60% longitudinal blue bar: reads 7.27 vs the text-stated 7.24 F cm−2 (+0.4%), so the value above is scaled down by that offset. Consistency: text says 'The capacitance was seen to increase four folds when using electrodes with 60% porosity than with 40% porosity' (7.24/1.85 = 3.9). Condition: CV at 10 mV s−1 (already in the row). [+-3%]",True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
Advanced Materials - 2023 - Arslanoglu - 3D Assembly of MXene Networks using a Ceramic Backbone with Controlled Porosity.pdf,Advanced Materials - 2023 - Arslanoglu - 3D Assembly of MXene Networks using a Ceramic Backbone with Controlled Porosity.pdf,10.1002/adma.202304757,2023,Arslanoglu et al.,"MX-PS electrodes with 60% lateral porosity, 180 mg mL−1 MXene",variant,False,Ti3C2Tx,,stated,Ti3C2Tx MXene-infiltrated porous silica,,stated,"LiF/HCl MILD, followed by capillary infiltration into freeze-cast silica",,stated,single-layer and delaminated multilayer,,derived,,,,stated,,≈1,μm,stated,"[UNVERIFIED] 'For our system (e.g., 1 μm flake size, 1 nm flake thickness, and 3.7 g cm-3 Ti3C2Tx MXene density)...'; corroborated by the Figure 1d DLS distribution peaking at ≈900 nm. Material-level value (same MXene dispersion for all MX-PS samples).",60,%,stated,,≈50,μm,derived,,,,stated,about 1,mm,derived,,,,stated,,3 m poly(vinyl alcohol) (PVA)/H2SO4,,derived,,,stated,,10,mV s−1,stated,,,,uncertain,,,,stated,,,,stated,,2.69,F cm−2,figure,"[UNVERIFIED] Figure 4f, blue solid bar (left y-axis) in the 60% porosity / lateral column; bar top y=1292 with the same axis calibration -> 2.690 F cm−2 (2.68 after the +0.4% offset correction validated on the 60% longitudinal bar, 7.27 read vs 7.24 stated). Consistency: 'the electrodes with longitudinal porosity ... produced nearly three times higher capacitance than those with lateral porosity' (7.24/2.69 = 2.7). Condition: CV at 10 mV s−1. [+-3%]",True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
Advanced Science - 2023 - He - Wide Temperature All‐Solid‐State Ti3C2Tx Quantum Dots L‐Ti3C2Tx Fiber Supercapacitor with.pdf,Advanced Science - 2023 - He - Wide Temperature All‐Solid‐State Ti3C2Tx Quantum Dots L‐Ti3C2Tx Fiber Supercapacitor with.pdf,10.1002/advs.202305991,2024,He et al.,pure L-Ti3C2Tx fiber,control,False,Ti3C2Tx,,stated,L-Ti3C2Tx NSs,,stated,"Natural-sedimentation size selection, LiF/HCl etching, mechanical delamination, wet spinning in 5 wt.% chitosan",,derived,delaminated,,derived,,,,uncertain,,7.6–9.5,μm,derived,,,,uncertain,,,,uncertain,,,,uncertain,,,uncertain,,,,uncertain,,1 M H2SO4,,derived,,,uncertain,,,,uncertain,,1,A cm−3,derived,,,,uncertain,,1158,F cm−3,stated,,,,uncertain,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
Advanced Science - 2023 - He - Wide Temperature All‐Solid‐State Ti3C2Tx Quantum Dots L‐Ti3C2Tx Fiber Supercapacitor with.pdf,Advanced Science - 2023 - He - Wide Temperature All‐Solid‐State Ti3C2Tx Quantum Dots L‐Ti3C2Tx Fiber Supercapacitor with.pdf,10.1002/advs.202305991,2024,He et al.,Q1M9 fiber,variant,False,Ti3C2Tx,,stated,Ti3C2Tx QDs/L-Ti3C2Tx NSs (1:9),,stated,"LiF/HCl etching, mechanical delamination, Ti3C2Tx-QD ultrasonication, wet spinning in 5 wt.% chitosan",,derived,delaminated,,derived,,,,uncertain,,7.6–9.5,μm,derived,,,,uncertain,,,,uncertain,,,,uncertain,,,uncertain,,,,uncertain,,1 M H2SO4,,derived,,,uncertain,,,,uncertain,,1,A cm−3,derived,,,,uncertain,,1395,F cm-3,figure,"[UNCONFIRMED] Figure 4d (p.6), 'Specific capacitance (F cm-3) vs Current density (A cm-3)', blue Q1M9 curve, first data point at 1 A cm-3. Axis calibrated on y-ticks 1500/1200/900/600 (px 376.5/714/1057.5/1401 at 900 dpi) and x-ticks 0/5/10/15/20. Calibration check: red Q3M7 first point reads 1563 vs the panel's printed callout '1560 F cm-3' (0.2% error). Independent check: Q1M9 last point (20 A cm-3) reads 979 F cm-3; text states Q1M9 retention 'about 70%' -> 979/0.70 = 1399, agreeing with the direct read to ~0.3%. [+-3%]",,,uncertain,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
Advanced Science - 2023 - He - Wide Temperature All‐Solid‐State Ti3C2Tx Quantum Dots L‐Ti3C2Tx Fiber Supercapacitor with.pdf,Advanced Science - 2023 - He - Wide Temperature All‐Solid‐State Ti3C2Tx Quantum Dots L‐Ti3C2Tx Fiber Supercapacitor with.pdf,10.1002/advs.202305991,2024,He et al.,Q2M8 fiber,variant,False,Ti3C2Tx,,stated,Ti3C2Tx QDs/L-Ti3C2Tx NSs (2:8),,stated,"LiF/HCl etching, mechanical delamination, Ti3C2Tx-QD ultrasonication, wet spinning in 5 wt.% chitosan",,derived,delaminated,,derived,,,,uncertain,,7.6–9.5,μm,derived,,,,uncertain,,,,uncertain,,,,uncertain,,,uncertain,,,,uncertain,,1 M H2SO4,,derived,,,uncertain,,,,uncertain,,1,A cm−3,derived,,,,uncertain,,1450,F cm-3,figure,"[UNCONFIRMED] Figure 4d (p.6), purple Q2M8 curve, first data point at 1 A cm-3; same axis calibration and same red-callout check (1563 read vs 1560 printed). Direct marker-centroid read 1447 F cm-3. Independent check: Q2M8 last point (20 A cm-3) reads 1097 F cm-3; text states Q2M8 retention '75%' -> 1097/0.75 = 1463. Reported 1450 as the midpoint of 1447-1463. [+-3%]",,,uncertain,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
Advanced Science - 2023 - He - Wide Temperature All‐Solid‐State Ti3C2Tx Quantum Dots L‐Ti3C2Tx Fiber Supercapacitor with.pdf,Advanced Science - 2023 - He - Wide Temperature All‐Solid‐State Ti3C2Tx Quantum Dots L‐Ti3C2Tx Fiber Supercapacitor with.pdf,10.1002/advs.202305991,2024,He et al.,Q3M7 fiber,primary,True,Ti3C2Tx,,stated,Ti3C2Tx QDs/L-Ti3C2Tx NSs (3:7),,stated,"Natural-sedimentation size selection, LiF/HCl etching, mechanical delamination, Ti3C2Tx-QD ultrasonication, wet spinning in 5 wt.% chitosan",,stated,delaminated,,derived,,,,uncertain,,7.6–9.5,μm,derived,,,,uncertain,,,,uncertain,,,,uncertain,,,uncertain,,,,uncertain,,1 M H2SO4,,stated,,,uncertain,,,,uncertain,,1,A cm−3,stated,,,,uncertain,,1560,F cm−3,stated,,,,uncertain,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
Advanced Science - 2023 - He - Wide Temperature All‐Solid‐State Ti3C2Tx Quantum Dots L‐Ti3C2Tx Fiber Supercapacitor with.pdf,Advanced Science - 2023 - He - Wide Temperature All‐Solid‐State Ti3C2Tx Quantum Dots L‐Ti3C2Tx Fiber Supercapacitor with.pdf,10.1002/advs.202305991,2024,He et al.,Q4M6 fiber,variant,False,Ti3C2Tx,,stated,Ti3C2Tx QDs/L-Ti3C2Tx NSs (4:6),,stated,"LiF/HCl etching, mechanical delamination, Ti3C2Tx-QD ultrasonication, wet spinning in 5 wt.% chitosan",,derived,delaminated,,derived,,,,uncertain,,7.6–9.5,μm,derived,,,,uncertain,,,,uncertain,,,,uncertain,,,uncertain,,,,uncertain,,1 M H2SO4,,derived,,,uncertain,,,,uncertain,,1,A cm−3,derived,,,,uncertain,,1260,F cm-3,figure,"[UNCONFIRMED] Figure 4d (p.6), green Q4M6 curve, first data point at 1 A cm-3; same axis calibration and same red-callout check (1563 read vs 1560 printed). Direct marker-centroid read 1264 F cm-3. Independent check: Q4M6 last point (20 A cm-3) reads 806 F cm-3; text states Q4M6 retention '64%' -> 806/0.64 = 1259, agreeing to ~0.4%. [+-3%]",,,uncertain,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
Advanced Science - 2023 - He - Wide Temperature All‐Solid‐State Ti3C2Tx Quantum Dots L‐Ti3C2Tx Fiber Supercapacitor with.pdf,Advanced Science - 2023 - He - Wide Temperature All‐Solid‐State Ti3C2Tx Quantum Dots L‐Ti3C2Tx Fiber Supercapacitor with.pdf,10.1002/advs.202305991,2024,He et al.,Q3M7 fiber prepared in MgSO4/EtOH,variant,False,Ti3C2Tx,,stated,Ti3C2Tx QDs/L-Ti3C2Tx NSs (3:7),,stated,"LiF/HCl etching, mechanical delamination, Ti3C2Tx-QD ultrasonication, wet spinning in MgSO4/EtOH",,stated,delaminated,,derived,,,,uncertain,,7.6–9.5,μm,derived,,,,uncertain,,,,uncertain,,,,uncertain,,,uncertain,,,,uncertain,,1 M H2SO4,,derived,,,uncertain,,,,uncertain,,1,A g−1,derived,,,,uncertain,,805,F cm−3,stated,,,,uncertain,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
Advanced Science - 2023 - He - Wide Temperature All‐Solid‐State Ti3C2Tx Quantum Dots L‐Ti3C2Tx Fiber Supercapacitor with.pdf,Advanced Science - 2023 - He - Wide Temperature All‐Solid‐State Ti3C2Tx Quantum Dots L‐Ti3C2Tx Fiber Supercapacitor with.pdf,10.1002/advs.202305991,2024,He et al.,Q3M7 fiber prepared in NH4Cl/NH4OH,variant,False,Ti3C2Tx,,stated,Ti3C2Tx QDs/L-Ti3C2Tx NSs (3:7),,stated,"LiF/HCl etching, mechanical delamination, Ti3C2Tx-QD ultrasonication, wet spinning in NH4Cl/NH4OH",,stated,delaminated,,derived,,,,uncertain,,7.6–9.5,μm,derived,,,,uncertain,,,,uncertain,,,,uncertain,,,uncertain,,,,uncertain,,1 M H2SO4,,derived,,,uncertain,,,,uncertain,,1,A g−1,derived,,,,uncertain,,878,F cm−3,stated,,,,uncertain,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
Advanced Science - 2023 - He - Wide Temperature All‐Solid‐State Ti3C2Tx Quantum Dots L‐Ti3C2Tx Fiber Supercapacitor with.pdf,Advanced Science - 2023 - He - Wide Temperature All‐Solid‐State Ti3C2Tx Quantum Dots L‐Ti3C2Tx Fiber Supercapacitor with.pdf,10.1002/advs.202305991,2024,He et al.,Q3M7 fiber prepared in CaCl2/IPA,variant,False,Ti3C2Tx,,stated,Ti3C2Tx QDs/L-Ti3C2Tx NSs (3:7),,stated,"LiF/HCl etching, mechanical delamination, Ti3C2Tx-QD ultrasonication, wet spinning in CaCl2/IPA",,stated,delaminated,,derived,,,,uncertain,,7.6–9.5,μm,derived,,,,uncertain,,,,uncertain,,,,uncertain,,,uncertain,,,,uncertain,,1 M H2SO4,,derived,,,uncertain,,,,uncertain,,1,A g−1,derived,,,,uncertain,,912,F cm−3,stated,,,,uncertain,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
an4c01912.pdf,an4c01912.pdf,10.1021/acsanm.4c01912,2024,Yao et al.,N−Ti3C2Tx−350 °C,primary,True,Ti3C2Tx,,stated,N−Ti3C2Tx,,stated,LiF/HCl etched Ti3C2Tx film annealed with urea at 350 °C under Ar for 3 h,,stated,few-layer,,derived,,1.33,nm,stated,,,,stated,,,,stated,,,,stated,,,,stated,,,stated,,,,stated,,1 M H2SO4,,stated,19.5,m2 g−1,stated,,,,stated,,1,A g−1,stated,,390,F g−1,stated,,,,stated,,,,stated,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
