DOI,Year & Author,Mxene formula,Composition,Synthesis method,Layer No,Interlayer spacing (d),Flake Size,Porosity,Pore Diameter,Tortuosity,Electrode Thickness,Mass Loading,Electrolyte,SSA,Scan Rate,Current Density,Gravimetric Capacitance,Volumetric Capacitance,Areal Capacitance
10.1016/j.ensm.2023.103148,"2024, Spurling et al.",Ti3C2Tx,"Ti3C2 with -OH, =O, -F terminations",MILD (LiF/HCl); 3D networked via sacrificial t-ZnO template,"Delaminated, few-layer","14.7 Å (XRD (002), after ZnO etch)",Micrometer-sized (large flakes),~99.8% as-prepared,Not reported,Not reported,2000 µm,3.3 mg cm-2,0.5 M H2SO4,Not reported,Not reported,Not reported,Not reported,"~5 F cm-3 (as-prepared, uncompressed)",Not reported
10.1016/j.ensm.2023.103148,"2024, Spurling et al.",Ti3C2Tx,"Ti3C2 with -OH, =O, -F terminations",MILD (LiF/HCl); 3D networked via sacrificial t-ZnO template,"Delaminated, few-layer","14.7 Å (XRD (002), after ZnO etch)",Micrometer-sized (large flakes),Not reported (compressed from 2000 to 500 µm),Not reported,Not reported,500 µm,3.3 mg cm-2,0.5 M H2SO4,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported
10.1016/j.ensm.2023.103148,"2024, Spurling et al.",Ti3C2Tx,"Ti3C2 with -OH, =O, -F terminations",MILD (LiF/HCl); 3D networked via sacrificial t-ZnO template,"Delaminated, few-layer","14.7 Å (XRD (002), after ZnO etch)",Micrometer-sized (large flakes),Not reported (compressed from 2000 to 100 µm),Not reported,Not reported,100 µm,3.2 mg cm-2,0.5 M H2SO4,Not reported,500 mV s-1,Not reported,93% retention at 500 mV s-1 vs max; absolute value not explicitly stated,Not reported,Not reported
10.1016/j.ensm.2023.103148,"2024, Spurling et al.",Ti3C2Tx,"Ti3C2 with -OH, =O, -F terminations",MILD (LiF/HCl); 3D networked via sacrificial t-ZnO template,"Delaminated, few-layer","14.7 Å (XRD (002), after ZnO etch)",Micrometer-sized (large flakes),Not reported (compressed from 2000 to 50 µm),Not reported,Not reported,50 µm,3.2 mg cm-2,0.5 M H2SO4,Not reported,5 mV s-1,5 A g-1,"100 F g-1 (symmetric device, 5 mV s-1, total mass of both electrodes)",180 F cm-3 (at 50 mV s-1),Not reported
10.1002/adma.201902725,"2019, Yang et al.",Ti3C2Tx,"Ti3C2 with -O, -OH, -F surface terminations","MILD etching (LiF/HCl, in-situ HF); water/Li+ intercalation delamination; no sonication","Few-layer, 1-3 nm thick",Not reported,"8 ± 2.7 µm (mean lateral size, from SEM)",Not reported,"0.8-9 nm (mesoporous, DFT from N2 adsorption); macropores 3-35 µm (SEM)",Not reported,Not reported (printed filament diameter: 326 ± 13 µm),8.5 mg cm-2,PVA/H2SO4 (solid-state),"177 m2 g-1 (3D printed, BET); 100 m2 g-1 (vacuum-dried 2D flakes)",5 mV s-1,0.2 A g-1,242.5 F g-1 at 0.2 A g-1,Not reported,2100 mF cm-2 (2.1 F cm-2) at 1.7 mA cm-2
10.1021/acsaem.9b01654,2020; Bayram et al.,Ti₃C₂Tₓ,Ti₃C₂ with –O and –F surface terminations,"MILD etching (LiF/HCl, 40 °C, 24 h) of Ti₃AlC₂; freeze-casting of additive-free aqueous suspension; freeze-drying",1–18 atomic layers per lamellae wall (ADF-STEM),"12.9 Å (XRD 002 peak, aerogel)",0.5–5 µm lateral; ~4 nm thick,>99%,32–53 µm lamellae spacing (avg ~51 µm at 13 mg cm⁻³),Not reported,"~10 mm (bulk aerogel, density 7–43 mg cm⁻³)",Not reported,3 M H₂SO₄ (aqueous),Not reported,2 mV s⁻¹,Not reported,380 F g⁻¹ @ 2 mV s⁻¹; 75 F g⁻¹ @ 50 mV s⁻¹,~3 F cm⁻³ @ 50 mV s⁻¹ (density 13 mg cm⁻³),Not reported
10.1021/acsaem.9b01654,2020; Bayram et al.,Ti₃C₂Tₓ,Ti₃C₂ with –O and –F surface terminations,"MILD etching (LiF/HCl, 40 °C, 24 h) of Ti₃AlC₂; freeze-casting; freeze-drying; uniaxial pressing between PMMA plates","1–18 atomic layers (same walls, compressed)",Not reported,0.5–5 µm lateral; ~4 nm thick,Not reported individually (reduced by pressing),Reduced to few µm upon pressing; spacing not individually quantified,Not reported,"50 µm (P-MA0.05, best performer; range 0.05–1 mm)",Not reported,3 M H₂SO₄ (aqueous),Not reported,10 mV s⁻¹,Not reported,149.5 F g⁻¹ @ 10 mV s⁻¹ (P-MA0.05; density 1270 mg cm⁻³),62.3 F cm⁻³ @ 10 mV s⁻¹ (P-MA0.05),Not reported
10.1021/acsaem.9b01654,2020; Bayram et al.,Ti₃C₂Tₓ,Ti₃C₂ with –O and –F surface terminations,"MILD etching (LiF/HCl, 40 °C, 24 h) of Ti₃AlC₂; freeze-casting; freeze-drying; pressing then calendering via rolling machine",1–18 atomic layers (preserved by rolling),Not reported,0.5–5 µm lateral; ~4 nm thick,Not reported individually,~1 ± 0.6 µm lamellae spacing,Not reported,60 µm,Not reported,3 M H₂SO₄ (aqueous),Not reported,10 mV s⁻¹,Not reported,315 F g⁻¹ @ 10 mV s⁻¹,323 F cm⁻³ @ 10 mV s⁻¹ (density 1030 mg cm⁻³),Not reported
10.1021/acsaem.9b01654,2020; Bayram et al.,Ti₃C₂Tₓ,Ti₃C₂ with –O and –F surface terminations,"MILD etching (LiF/HCl, 40 °C, 24 h) of Ti₃AlC₂; freeze-casting; freeze-drying; rolling of a vertical slice of MA directly (less compacted route)",1–18 atomic layers (preserved by rolling),Not reported,0.5–5 µm lateral; ~4 nm thick,Not reported individually,Not reported,Not reported,60 µm,Not reported,3 M H₂SO₄ (aqueous),Not reported,50 mV s⁻¹,Not reported,309 F g⁻¹ @ 50 mV s⁻¹,Not reported,Not reported
10.1002/adma.201702367,"2017, Liu et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –O surface terminations",Vacuum-assisted filtration + hydrazine hydrate-induced foaming (material-induced pore formation),Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,"60 µm (porous); 6 µm (dense, same weight)",Not reported,Not applicable,Not reported,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
10.1021/acsaem.0c01308,"2020, Fan et al.",Ti₃C₂Tₓ,Ti₃C₂Tₓ; K⁺ ion-induced microgel with micro-nanopore structure,K⁺ ion-induced aggregation + rapid freezing/sublimation (material-induced pore formation + freeze-drying),Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,86 µm,Not reported,Not applicable,Not reported,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
10.1016/j.carbon.2021.01.070,"2021, Zhang, Ruan, Shi, Qiu et al. (Gu group)",Ti₃C₂Tₓ,Ti₃C₂Tₓ / reduced graphene oxide (rGO) composite,Ion-induced self-assembly (NH₄HCO₃) + vacuum-assisted filtration + annealing at 350°C in H₂/Ar,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not applicable,Not reported,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
10.1002/adma.201702410,"2017, Zhao et al.",Ti₃C₂Tₓ,Ti₃C₂Tₓ hollow microsphere porous film; MXene coated on PMMA microspheres via hydrogen bonding,Template sacrifice — PMMA microsphere coating + vacuum-assisted filtration + heat treatment at 450°C/Ar/1h,Not reported,Not reported,Not reported,Not reported,Controlled by PMMA microsphere size; exact value not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not applicable,0.25 C; 25 C,330 mAh g⁻¹ (at 0.25 C); 120 mAh g⁻¹ (at 25 C) [Na-ion battery anode],Not applicable,Not applicable
10.1002/smll.201904293,"2019, Zhao et al.",Ti₃C₂Tₓ,Ti₃C₂Tₓ freestanding flexible porous film; sulfur microspheres as pore formers,Template sacrifice — sulfur microspheres + vacuum-assisted filtration + heat treatment at 300°C/Ar/3h,Not reported,Not reported,Not reported,Not reported,Controlled by sulfur microsphere size; exact value not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not applicable,50 mA g⁻¹ (best); 18 A g⁻¹ (rate test),455.5 mAh g⁻¹ (at 50 mA g⁻¹); 101 mAh g⁻¹ (at 18 A g⁻¹) [Li-ion battery anode],Not applicable,Not applicable
10.1002/celc.201500467,"2016, Ren et al.",Ti₃C₂Tₓ,Porous MXene (p-MXene) + CNT composite; in-plane pore structure via CuSO₄ oxidation + HF etching of TiO₂,Chemical solvent etching — CuSO₄-catalyzed oxidation + 5 wt% HF etching + vacuum-assisted filtration,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not applicable,0.1 C; 10 C,"1250 mAh g⁻¹ (at 0.1 C); 330 mAh g⁻¹ (at 10 C) [Li-ion battery anode, activated p-MXene/CNT]",Not applicable,Not applicable
10.1038/nenergy.2017.105,"2017, Lukatskaya et al.",Ti₃C₂Tₓ,Ti₃C₂Tₓ 3D porous film; MXene:PMMA mass ratio 1:4,Template sacrifice — PMMA microspheres + vacuum-assisted filtration + heat treatment at 400°C/Ar/1h,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,130 µm,Not reported,Not reported,Not reported,10 V s⁻¹; 40 V s⁻¹,Not reported,210 F g⁻¹ (at 10 V s⁻¹); 100 F g⁻¹ (at 40 V s⁻¹),Not reported,Not reported
10.1038/s41586-018-0109-z,"2018, Xia, Mathis, Zhao, Anasori, Gogotsi et al.",Ti₃C₂Tₓ,Ti₃C₂Tₓ + C₁₂E₆ non-ionic surfactant; discotic liquid crystal phase (MXLLC); vertically aligned porous structure,Mechanical shearing of discotic liquid crystal phase MXene (surfactant-assisted vertical alignment),Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,< 200 µm (thickness-independent capacitance below this threshold),Not reported,Not reported,Not reported,2000 mV s⁻¹,Not reported,Not reported,Not reported,> 600 mF cm⁻² (at 2000 mV s⁻¹)
10.1002/adfm.201900326,"2019, Wang et al.",Ti₃C₂Tₓ,Ti₃C₂Tₓ + bacterial cellulose (BC) composite; honeycomb network porous structure,Vacuum-assisted filtration + freeze-drying (ice crystal sublimation creates high-porosity stable pore structure),Not reported,Not reported,Not reported,High (qualitative); exact % not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,416 F g⁻¹,Not reported,2084 mF cm⁻²
10.1039/c6ra27880a,"2017, Xia et al.",Ti₃C₂Tₓ,"NiO nanosheets on derived TiO₂/C-Ti₃C₂Tₓ MXene; –OH, –F, =O terminations; Ni²⁺ active sites",HF etching of Ti₃AlC₂ MAX + DMSO exfoliation; hydrothermal Ni(OH)₂ growth at 90°C for 4h; annealing at 400°C for 1h to form NiO,Multilayer (~10–70 layers),Not reported,Not reported,Not reported,21.1 nm,Not reported,Not reported,Not reported,1 M KOH (aqueous),77.5 m² g⁻¹,10 mV s⁻¹,1 A g⁻¹,60.7 mA h g⁻¹,92.0 mA h cm⁻³,Not reported
10.1039/c6ra27880a,"2017, Xia et al.",Ti₃C₂Tₓ,"Pristine Ti₃C₂ with –OH, –F, =O surface terminations; Ti:C:O:F = 27:15:11:10 (atomic ratio)",HF etching (50 wt%) of Ti₃AlC₂ MAX at room temperature for 24h; DMSO intercalation and sonication exfoliation,Multilayer (~10–70 layers),Not reported,Not reported,Not reported,24.1 nm,Not reported,40–220 nm (sheet thickness from FESEM),Not reported,1 M KOH (aqueous),10.0 m² g⁻¹,10 mV s⁻¹,1 A g⁻¹,8.2 mA h g⁻¹,Not reported,Not reported
10.1002/celc.202100558,"2021, Abdolhosseinzadeh et al.",Ti3C2Tx,"Ti3C2 with -O, -OH, -F terminations","MILD (LiF/HCl etching), 24h RT",Single/few-layer (delaminated),Not reported,Large lateral size (not quantified),"~0% (pristine, no urea)","10-70 nm (mesoporous, BJH)",Not reported,Not reported,Not reported,H2SO4-PVA gel,10.5 m2/g,5 mV/s,0.35-5 mA/cm2,153 F/g,Not reported,193 mF/cm2
10.1002/celc.202100558,"2021, Abdolhosseinzadeh et al.",Ti3C2Tx,"Ti3C2 with -O, -OH, -F terminations",MILD (LiF/HCl etching) + 3.5 wt% urea space-holder,Single/few-layer (delaminated),Not reported,Large lateral size (not quantified),Not reported,"10-70 nm (mesoporous, BJH)",Not reported,Not reported,Not reported,H2SO4-PVA gel,24.3 m2/g,5 mV/s,0.35-5 mA/cm2,Not reported,Not reported,Not reported
10.1002/celc.202100558,"2021, Abdolhosseinzadeh et al.",Ti3C2Tx,"Ti3C2 with -O, -OH, -F terminations",MILD (LiF/HCl etching) + 4.5 wt% urea space-holder,Single/few-layer (delaminated),Not reported,Large lateral size (not quantified),~72% (optimum),"10-70 nm (mesoporous, BJH)",Not reported,Not reported,Not reported,H2SO4-PVA gel,62.1 m2/g,5 mV/s,0.35-5 mA/cm2,192 F/g,Not reported,241 mF/cm2
10.1002/celc.202100558,"2021, Abdolhosseinzadeh et al.",Ti3C2Tx,"Ti3C2 with -O, -OH, -F terminations",MILD (LiF/HCl etching) + 6.5 wt% urea space-holder,Single/few-layer (delaminated),Not reported,Large lateral size (not quantified),~80% (maximum),"10-70 nm (mesoporous, BJH)",Not reported,Not reported,Not reported,H2SO4-PVA gel,95.6 m2/g,5 mV/s,0.35-5 mA/cm2,110 F/g,Not reported,138 mF/cm2
10.1039/d6ta00010j,2026; Zhao et al.,Ti3C2Tx,"Ti3C2 with -F, -O, -OH surface terminations","LiF/HCl selective etching (MILD); 2g LiF in 40 mL 6M HCl; 45°C, 72 h; ultrasonication + centrifugation at 3500 rpm",Few-layer / delaminated,Not reported (exact value in SI Fig. S9; (002) peak at ~6.5° after etching),<1 µm,Not reported,Not reported,Not reported,5.3 µm,Not reported (mass loading specified only for MPH10 flexible device electrodes),"1 M H2SO4 (liquid, conventional two-electrode)",4.79 m² g⁻¹,Not reported,Not reported,Not reported (baseline reference only),Not reported,Not reported
10.1039/d6ta00010j,2026; Zhao et al.,Ti3C2Tx,"Ti3C2 with -F, -O, -OH; partially reduced by hydrazine; N incorporated (XPS 400.7 eV); C/O ratio 1.72, Ti/O ratio 1.19","LiF/HCl etching + vacuum filtration + hydrazine foaming (5 µL cm⁻², 90°C, 3 h); no PVA",Few-layer; 3D porous foam,Not reported (little shift from MXene film; foaming does not affect layer spacing per XRD Fig. 3a),<1 µm,Not reported (%); macropores and mesopores coexist (type-IV isotherm with hysteresis),Not reported (pore size distribution in SI; macropores >2 µm qualitatively noted),Not reported,129.1 µm (~24.3× expansion from 5.3 µm film),Not reported (mass loading specified only for MPH10 flexible device electrodes),"1 M H2SO4 (liquid, conventional two-electrode)",7.42 m² g⁻¹,5 mV s⁻¹ (highest Cg among MHx series),0.5 A g⁻¹,Highest among MHx (exact value not stated in main text),Not reported,Not reported
10.1039/d6ta00010j,2026; Zhao et al.,Ti3C2Tx,"Ti3C2Tx with PVA (10 wt%) intercalated; -OH FTIR peak redshifted to 3432 cm⁻¹ confirming H-bonding; C/O 2.26, Ti/O 0.92",LiF/HCl etching + vacuum filtration with 10 wt% PVA; compact layered film (no foaming),Compact layered; PVA inserted between sheets; (002) peak shifted to lower angle vs. MXene film,Increased vs. MXene film (PVA intercalation); exact value in SI Fig. S9,<1 µm,Not reported; dense compact layered structure,Not reported,Not reported,4.8 µm,Not reported (mass loading specified only for MPH10 flexible device electrodes),"1 M H2SO4 (liquid, conventional two-electrode)",Not reported (BET not separately stated for MP10),5 mV s⁻¹,0.5 A g⁻¹,Slightly enhanced vs. MXene film (exact value not stated in main text),Not reported,Not reported
10.1039/d6ta00010j,2026; Zhao et al.,Ti3C2Tx,"Ti3C2Tx with PVA (10 wt%); -OH FTIR peak at 3430 cm⁻¹; N incorporated (XPS 400.7 eV); C/O 3.28, Ti/O 1.21; water contact angle 87.3°","LiF/HCl etching + vacuum filtration with 10 wt% PVA + hydrazine foaming (5 µL cm⁻², 90°C, 3 h)",Few-layer; 3D cross-linked porous foam; macropores >2 µm,Decreased vs. MP10 after foaming (higher-angle (002) shift); exact value in SI Fig. S9,<1 µm,Not reported (%); macropores confirmed; N2 isotherm without hysteresis (macropores dominate),>2 µm (macropores between parallel MXene layers),Not reported,121.8 µm (~25.4× expansion from 4.8 µm MP10 film),1.1 mg cm⁻²,PVA/H2SO4 gel (flexible device); 1 M H2SO4 liquid (conventional); 2 M H2SO4 per Table 1,~4.79 m² g⁻¹ (minor difference from MXene film; BET insensitive to macropores),2 mV s⁻¹ (flexible device); 5 mV s⁻¹ (conventional),2.0 A g⁻¹ (cycle stability test),240.77 F g⁻¹ at 2 mV s⁻¹ (flexible); 237.40 F g⁻¹ at 5 mV s⁻¹ (conventional),"44.06 F cm⁻³ (flexible, single electrode); 43.44 F cm⁻³ (conventional)","264.84 mF cm⁻² (single electrode, flexible device); 261.14 mF cm⁻² (single electrode, conventional); 66.21 mF cm⁻² (full device level, as stated in abstract)"
10.1021/acsaem.9b02259,"2020, Fan et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",LiF/HCl etching + vacuum freeze-drying (aerogel),Monolayer (delaminated),(002) peak of Ti₃AlC₂ shifts to 6.3° 2θ after LiF/HCl etching and freeze-drying (d-spacing value not explicitly stated),Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,"H₂SO₄ (aq., concentration not specified)",185 m² g⁻¹,20 mV s⁻¹ (Figure 5a comparison only),Not reported,Highest among all samples (exact value not reported),Inferior due to low density (exact value not reported),Not reported
10.1021/acsaem.9b02259,"2020, Fan et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",LiF/HCl etching + aerogel mechanically pressed at 10 MPa,Monolayer (delaminated),Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,"H₂SO₄ (aq., concentration not specified)",Not reported,20 mV s⁻¹ (Figure 5a comparison only),Not reported,Not reported,Not reported,Not reported
10.1021/acsaem.9b02259,"2020, Fan et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",LiF/HCl etching + aerogel mechanically pressed at 20 MPa,Monolayer (delaminated),Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,"H₂SO₄ (aq., concentration not specified)",Not reported,20 mV s⁻¹ (Figure 5a comparison only),Not reported,Not reported,Not reported,Not reported
10.1021/acsaem.9b02259,"2020, Fan et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",LiF/HCl etching + aerogel mechanically pressed at 30 MPa,Monolayer (delaminated),Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,"H₂SO₄ (aq., concentration not specified)",45 m² g⁻¹,20 mV s⁻¹ (Figure 5a comparison only),Not reported,Not reported,Not reported,Not reported
10.1021/acsaem.9b02259,"2020, Fan et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",LiF/HCl etching + aerogel mechanically pressed at 40 MPa,Monolayer (delaminated),Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,12.2 mg cm⁻² (high-loading test),"H₂SO₄ (aq., concentration not specified)",38 m² g⁻¹,2–500 mV s⁻¹ (Figure 5b); gravimetric shown at 2–500 mV s⁻¹ (Figure 5e),1–10 A g⁻¹,345 F g⁻¹ at 2 mV s⁻¹; 171 F g⁻¹ at 500 mV s⁻¹,932 F cm⁻³ at 2 mV s⁻¹; 462 F cm⁻³ at 500 mV s⁻¹; 616 F cm⁻³ at 12.2 mg cm⁻²,Not reported
10.1021/acsaem.9b02259,"2020, Fan et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",LiF/HCl etching + aerogel mechanically pressed at 50 MPa,Monolayer (delaminated),Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,"H₂SO₄ (aq., concentration not specified)",35 m² g⁻¹,20 mV s⁻¹ (Figure 5a comparison only),Not reported,Not reported,Not reported,Not reported
10.1021/acsaem.9b02259,"2020, Fan et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",LiF/HCl etching + vacuum-assisted filtration (VAF),Monolayer (delaminated),Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,"H₂SO₄ (aq., concentration not specified)",2 m² g⁻¹,2–500 mV s⁻¹ (Figure 5c); gravimetric shown at 2–500 mV s⁻¹ (Figure 5e),Not reported,294 F g⁻¹ at 2 mV s⁻¹,Higher than CN-MX40 at scan rates <200 mV s⁻¹; 395 F cm⁻³ at 500 mV s⁻¹,Not reported
10.1002/smll.202202203,"2022, Lv & Zhang et al.",Ti₃C₂Tₓ,"Ti₃C₂ with -O, -OH, -F terminations",LiF/HCl etching of Ti₃AlC₂ MAX phase; probe sonication in ice bath,Monolayer (~1.7 nm thick),"13.4 Å (XRD (002) at 6.3°, pure film)",300–500 nm (SEM),Not reported,Not reported,Not reported,Not reported,~0.16 mg (1×1 mm electrode),1 M H₂SO₄ (aqueous),Not reported,2 mV s⁻¹,Not reported,376 F g⁻¹ at 2 mV s⁻¹; 75.5 F g⁻¹ at 1000 mV s⁻¹,925 F cm⁻³ at 2 mV s⁻¹; 176 F cm⁻³ at 1000 mV s⁻¹,Not reported
