DOI,Year & Author,Mxene formula,Composition,Synthesis method,Layer No,Interlayer spacing (d),Flake Size,Porosity,Pore Diameter,Tortuosity,Electrode Thickness,Mass Loading,Electrolyte,SSA,Scan Rate,Current Density,Gravimetric Capacitance,Volumetric Capacitance,Areal Capacitance
10.1002/advs.202101664,"2021, Huang et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations; proton intercalated in H₂SO₄",FAT delamination → unidirectional freezing → thawing in 3 M H₂SO₄,Delaminated (single/few-layer),15.7 Å,~8.0 µm,,,,,~20 mg/mL (slurry conc.),3 M H₂SO₄,,5 mV s⁻¹,,393 F g⁻¹,,
10.1002/advs.202101664,"2021, Huang et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations; no directional alignment",FAT delamination → direct freezing at −20 °C → thawing in 3 M H₂SO₄,Delaminated,,~8.0 µm,,,,,,3 M H₂SO₄,,5 mV s⁻¹,,352.2 F g⁻¹,,
10.1002/advs.202101664,"2021, Huang et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations; post-immersion proton intercalation",FAT delamination → unidirectional freezing → lyophilization → immersion in H₂SO₄,Delaminated,13.8 Å,~8.0 µm,,,,,,3 M H₂SO₄,,5 mV s⁻¹,,323.5 F g⁻¹,,
10.1002/advs.202101664,"2021, Huang et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations; compact self-restacked","FAT delamination → vacuum filtration (cellulose acetate, 3 µm) → vacuum drying",Delaminated (restacked),13.1 Å,~8.0 µm,,,,,,3 M H₂SO₄,,5 mV s⁻¹,,283 F g⁻¹,,
10.1002/advs.202101664,"2021, Huang et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations; honeycomb-like 3D architecture",DIW 3D printing (50 mg/mL ink) → unidirectional freezing → thawing in 3 M H₂SO₄ → PVA/H₂SO₄ gel electrolyte,Delaminated,,~8.0 µm,,,,,5.2 mg cm⁻²,PVA/H₂SO₄ gel,,5 mV s⁻¹,1.2 mA cm⁻²,,,2.0 F cm⁻²
10.1021/an2c05081,Syamsai et al.,TixTa4-xC3,"Ti-Ta carbide; -F, -OH, =O terminations (HF etching implied)",HF etching of TiTaAlC MAX phase,,,,,,,,1 mg on carbon paper,0.1 M H2SO4 (aq); PVA-H2SO4 gel,,1-100 mV/s,,,,
10.3390/app14062452,2024; Aleksandrova et al.,Ti3C2Tx,"Ti3C2 with -OH, -F, =O terminations; 500-mesh precursor via ball milling",HF etching of Ti3AlC2 (500 mesh precursor via ball milling),Few-layer (single- to few-layer),,"~300 nm (small flake, 500 mesh)",,,,,,Not specified,,2 mV/s,,364 F/g,,
10.3390/app14062452,2024; Aleksandrova et al.,Ti3C2Tx,Ti3C2 with surface terminations; large flake (~4900 nm) via power-focused delamination,LiF/HCl (MILD) + power-focused delamination (PFD),Delaminated (large flake),,~4900 nm,,,,11 µm,,Not specified,12.5 m² g⁻¹,,,,,
10.3390/app14062452,2024; Aleksandrova et al.,Ti3C2Tx,Ti3C2Tx / CNT sandwich-like composite,Alternating vacuum filtration of MXene and CNT dispersions,Multilayer,,,,,,,,Not specified,,,5 A/g,350 F/cm³ (volumetric),350 F/cm³,
10.3390/app14062452,2024; Aleksandrova et al.,Ti3C2Tx,Ti3C2Tx / reduced graphene oxide (rGO) composite,Mixed dispersion + filtration,Multilayer,,,,,,,,Not specified,,,,,435 F/cm³,
10.3390/app14062452,2024; Aleksandrova et al.,Ti3C2Tx,Ti3C2Tx / carbon quantum dots (CQD); CQDs prevent restacking and activate surface groups,Spray injection / mixing with CQDs,Multilayer,,,,,,,,Not specified,,,1 A/g,441.3 F/g,,
10.3390/app14062452,2024; Aleksandrova et al.,Ti3C2Tx,Ti3C2Tx spray-injected onto NiCo2S4 on carbon cloth (TNSC composite),Spray injection of Ti3C2Tx onto NiCo2S4@carbon cloth,Multilayer,,,,,,,,Not specified,,,1 A/g,2326 F/g,,
10.3390/app14062452,2024; Aleksandrova et al.,Ti3C2Tx,Ti3C2Tx / polypyrrole (PPy) on textile electrode,Electrochemical deposition of PPy on MXene textile,Multilayer,,,,,,,,Not specified,,,1 A/g,343.20 F/g,,
10.3390/app14062452,2024; Aleksandrova et al.,Ti3C2Tx,Ti3C2Tx / PPy multidimensional nanostructure hydrogel electrode,In situ polymerization of PPy on MXene,Multilayer,,,,,,,,Not specified,,,1 A/g,614 F/g,,
10.3390/app14062452,2024; Aleksandrova et al.,Ti3C2Tx,Ti3C2Tx / polyaniline (PANI); PANI in situ polymerized on MXene surface,In situ polymerization of PANI on Ti3C2Tx,Multilayer,,,,,,,,1 M H2SO4,,,,503 F/g (gravimetric); 336 F/g specific,1682 F/cm³,
10.3390/app14062452,2024; Aleksandrova et al.,Ti3C2Tx,Ti3C2Tx porous foam with polystyrene sphere template (310 nm) + CNT,PS sphere templating + CNT incorporation,Multilayer (3D foam),,~310 nm (matched to template),,,,,,Not specified,,2 mV/s,,462 F/g (with CNT),,
10.3390/app14062452,2024; Aleksandrova et al.,Ti3C2Tx,3D crosslinked Ti3C2Tx network via Ti-N and S-S bonds using biological reagents,"Biothermochemistry crosslinking (glutathione, tannic acid, sodium alginate, phytic acid)",Multilayer (3D crosslinked),Expanded (d increases upon crosslinking),,,,,,,Not specified,,,1 A/g,265 F/g,,
10.3390/app14062452,2024; Aleksandrova et al.,Ti3C2Tx,p-phenylenediamine-intercalated Ti3C2Tx (PDA-MXene); expanded interlayer spacing,One-step amination intercalation with aromatic diamines,Multilayer,1.38 nm,,,Improved pore structure (qualitative),,,,Not specified,,,0.2 A/g,124.4 F/g,,
10.3390/app14062452,2024; Aleksandrova et al.,N-Ti3C2,Nitrogen-doped porous Ti3C2; leaf-like shape; MF microsphere template,Electrospinning with melamine-formaldehyde microsphere template; N-doping,Multilayer (3D porous),,200–300 nm nanofibers (avg ~230 nm),3D porous structure,,,,,Not specified,,,,~3× higher than pristine MXene (exact value not stated),,
10.3390/app14062452,2024; Aleksandrova et al.,Ti3C2Tx,Ti3C2Tx / acid-activated carbon (AAC) 2:1 positive electrode; AAC negative electrode,Mixed dispersion; acid activation of carbon,Multilayer,,,,,,,,Not specified,,,0.5 A/g,177 F/g,,
10.1039/d0ta00687d,"2020, Qin et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –O, –OH, –F terminations","MILD (LiF/HCl etching of Ti₃AlC₂, manual shaking delamination in DI water)",Single-layer (delaminated),11.6 Å,1–4 µm (pre-sonication); <1 µm (post-sonication),,,,17 nm,,Organic solid ionogel,,2 mV s⁻¹,1 A cm⁻³,,502 F cm⁻³ (at 2 mV s⁻¹); 450 F cm⁻³ (at 1 A cm⁻³),
10.1039/D0TA01798A,"2020, Pinto et al.",Mo2.7V1.3C3,"Mo-V solid solution double transition metal MXene; =O and -F surface terminations (O=3.69, F=0.92 per formula unit, delaminated film, EDS)","HF etching of Mo2.7V1.3AlC3 MAX (48-51% HF, 50°C, 96 h); TMAOH delamination (0.55 M, 18 h); vacuum filtration on Celgard membrane",Few- to single-layer (delaminated),,325 ± 150 nm,,,,,,1 M H2SO4,,5 mV s⁻¹,,,860 F cm⁻³,
10.1039/D0TA01798A,"2020, Pinto et al.",Mo2V2C3,"Mo-V solid solution double transition metal MXene; =O and -F surface terminations (O=2.14, F=0.75 per formula unit, delaminated film, EDS)","HF etching of Mo2V2AlC3 MAX (48-51% HF, 50°C, 96 h); TMAOH delamination (0.55 M, 18 h); vacuum filtration on Celgard membrane",Few- to single-layer (delaminated),,340 ± 130 nm,,,,,,1 M H2SO4,,5 mV s⁻¹,,,680 F cm⁻³,
10.1039/D0TA01798A,"2020, Pinto et al.",MoV3C3,"Mo-V solid solution double transition metal MXene; =O and -F surface terminations (O=1.25, F=1.88 per formula unit, multilayer powder, EDS; film EDS not reported)","HF etching of MoV3AlC3 MAX (48-51% HF, 50°C, 96 h); TMAOH delamination (0.85 M, 18 h); vacuum filtration on Celgard membrane",Few- to single-layer (delaminated),,165 ± 95 nm,,,,,,1 M H2SO4,,5 mV s⁻¹,,,450 F cm⁻³,
10.1039/d2ta08995e,"2023, Inman et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –F, –O, –OH terminations",Mixed HF/HCl acid etching of Al-Ti₃AlC₂ MAX phase,,,~530 nm,,,,,24.2 mg cm⁻²,LiCl/PVA gel,,,0.16 mA cm⁻²,,,146 mF cm⁻²
10.1039/d5ta06789h,"2026, Duong et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –O, –OH, halogen, chalcogen terminations","MILD (LiF/HCl, 45°C, 24 h)",Single- or few-layer,16.0 Å,,,,,,1 mg cm⁻²,1 M H₂SO₄,,5 mV s⁻¹,1 A g⁻¹,"211.2 F g⁻¹ (1 A g⁻¹, GCD); 219.1 F g⁻¹ (5 mV s⁻¹, CV)",,
10.3390/inorganics12040112,"2024, Sun et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",LiF/HCl (MILD etching),,2.7–2.8,,,,,,,H₂SO₄,,2,,245,900,
10.3390/inorganics12040112,"2024, Sun et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",HF etching,,2,,,,,,,KOH,,2,,,340,
10.3390/inorganics12040112,"2024, Sun et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",LiF/HCl (MILD etching),,,,,,,,,3 M H₂SO₄,,2,,380,1500,4000
10.3390/inorganics12040112,"2024, Sun et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",Not specified,,,,,,,,,KOH,,,,71.2,,
10.3390/inorganics12040112,"2024, Sun et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",LiF/HCl (MILD etching),,,,,,,,,1 M LiTFSI in PC,,2,,195,410,
10.3390/inorganics12040112,"2024, Sun et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",Lewis acid molten salt etching (ZnCl₂),,,,,,,,,1 M LiPF₆ in EC/DMC (1:1),,0.5,,264,,
10.3390/inorganics12040112,"2024, Sun et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",LiF/HCl (MILD etching),,,,,,,,,MSA/PVA hydrogel (solid),,2,,,,1719
10.3390/inorganics12040112,"2024, Sun et al.",Ti₃C₂Tₓ (V-doped),"Ti₃C₂ with V-doping, –OH, –F, =O terminations",Not specified (V-doped variant),,,,,,,,,2 M KCl,,,,365.9,,
10.1021/acsaem.2c00653,"2022, Prenger et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –O, –F terminations",HF/LiCl etching of Ti₃AlC₂ + ion exchange (KCl),Multilayer,"12.47 Å (pre-ann.), 12.06 Å (post-ann.)",,,,,30–35 µm,4.2–5.2,1 M H₂SO₄,,5 mV/s,5 A/g,286,,1.5
10.1021/acsaem.2c00653,"2022, Prenger et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –O, –F terminations",HF/LiCl etching of Ti₃AlC₂ + ion exchange (NaCl),Multilayer,"12.37 Å (pre-ann.), 12.26 Å (post-ann.)",,,,,30–35 µm,4.2–5.2,1 M H₂SO₄,,5 mV/s,5 A/g,265,,1.3
10.1021/acsaem.2c00653,"2022, Prenger et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –O, –F terminations",HF/LiCl etching of Ti₃AlC₂ + ion exchange (MgCl₂),Multilayer,"14.79 Å (pre-ann.), 14.47 Å (post-ann.)",,,,,30–35 µm,4.2–5.2,1 M H₂SO₄,,5 mV/s,5 A/g,214,,1
10.1021/acsaem.2c00653,"2022, Prenger et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –O, –F terminations",HF/LiCl etching of Ti₃AlC₂ (no ion exchange),Multilayer,"13.25 Å (pre-ann.), 10.67 Å (post-ann.)",,,,,30–35 µm,4.2–5.2,1 M H₂SO₄,,5 mV/s,5 A/g,187.5,,0.7
10.1021/acsaem.2c00653,"2022, Prenger et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –O, –F terminations",HF/LiCl etching of Ti₃AlC₂ + ion exchange (KCl),Multilayer,"12.47 Å (pre-ann.), 12.06 Å (post-ann.)",,,,,70–77 µm,10.2–13.4,1 M H₂SO₄,,5 mV/s,,,,3.7
10.1021/acsaem.2c00653,"2022, Prenger et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –O, –F terminations",HF/LiCl etching of Ti₃AlC₂ + ion exchange (NaCl),Multilayer,"12.37 Å (pre-ann.), 12.26 Å (post-ann.)",,,,,70–77 µm,10.2–13.4,1 M H₂SO₄,,5 mV/s,,,,3.7
10.1021/acsaem.2c00653,"2022, Prenger et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –O, –F terminations",HF/LiCl etching of Ti₃AlC₂ + ion exchange (MgCl₂),Multilayer,"14.79 Å (pre-ann.), 14.47 Å (post-ann.)",,,,,70–77 µm,10.2–13.4,1 M H₂SO₄,,5 mV/s,,,,
10.1021/acsaem.2c00653,"2022, Prenger et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –O, –F terminations",HF/LiCl etching of Ti₃AlC₂ (no ion exchange),Multilayer,"13.25 Å (pre-ann.), 10.67 Å (post-ann.)",,,,,70–77 µm,10.2–13.4,1 M H₂SO₄,,5 mV/s,,,,
10.1021/acsaem.2c00653,"2022, Prenger et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –O, –F terminations",HF/LiCl etching of Ti₃AlC₂ + ion exchange (KCl),Multilayer,"12.47 Å (pre-ann.), 12.06 Å (post-ann.)",,,,,103 µm,20.1,1 M H₂SO₄,,5 mV/s,,,,5.7
10.3390/nano14010062,"2024, Prabhakar Vattikuti et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations","MILD (LiF in 6 mol/L HCl, 35°C, 24h)",Single-layer (monolayer),,,,,,,1.5 mg/mL colloidal,,,,,,,
10.3390/nano14010062,"2024, Prabhakar Vattikuti et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",HF etching of Ti₃AlC₂ MAX phase + hydrazine intercalation,Multilayer,26.8 Å (post-intercalation; 19.5 Å baseline),,,,,,,,,,,,,
10.3390/nano14010062,"2024, Prabhakar Vattikuti et al.",Ti₃C₂Tₓ,Ti₃C₂ with expanded interlayer spacing,HF etching + CTAB surfactant intercalation,,3.78 nm,,,,,,,1 mol/L H₂SO₄,,5 mV/s,,322 F/g,,
10.3390/nano14010062,"2024, Prabhakar Vattikuti et al.",Ti₃C₂Tₓ,Ti₃C₂ with –O terminations (LiCl-KCl-K₂CO₃ treatment),Molten salt treatment (LiCl-KCl-K₂CO₃) replacing –F with –O,,,,,,,,,1 mol/L H₂SO₄,,,1 A/g,323.6 F/g,,
10.3390/nano14010062,"2024, Prabhakar Vattikuti et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",Natural rubber template (3D porous MXene foam),,,,,,,,,1 mol/L H₂SO₄,,2 mV/s,,480 F/g,,
10.3390/nano14010062,"2024, Prabhakar Vattikuti et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations","Ionic liquid ([C4mim]Cl) + NH₄HF₂ etching, binder-free compressed",,,,,,,150 µm,,,,,,304 F/g,,11.4 F/cm²
10.3390/nano14010062,"2024, Prabhakar Vattikuti et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",MILD (LiF/HCl etching) + intercalation,,,,,,,,,1 mol/L H₂SO₄,,2 mV/s,,391 F/g,,
10.3390/nano14010062,"2024, Prabhakar Vattikuti et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",Wet spinning of sheared Ti₃C₂Tₓ sediments (ultradense fibers),,,,,,,,,1 mol/L H₂SO₄,,,,,1661 F/cm³,
10.3390/nano14010062,"2024, Prabhakar Vattikuti et al.",Ti₃C₂Tₓ,Ti₃C₂ (–F/–OH removed) + holey graphene,"Filtration of alkalized MXene + holey graphene oxide, mild annealing",,,,,,,,12.6 mg/cm²,,,2 mV/s,,,1445 F/cm³,
10.3390/nano14010062,"2024, Prabhakar Vattikuti et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",Mechanical pressing of 3D MXene aerogel (compact folded film),,,,,,,,12.2 mg/cm²,,,,,,616 F/cm³,
10.3390/nano14010062,"2024, Prabhakar Vattikuti et al.",Ti₃C₂Tₓ,Ti₃C₂ + calcium alginate-derived carbon dots,Gelation of calcium alginate in MXene + annealing,,1.37 nm,,,,,,,3 mol/L H₂SO₄,,,,373 F/g,1245 F/cm³,2.73 F/cm²
10.3390/nano14010062,"2024, Prabhakar Vattikuti et al.",N-Ti₃C₂Tₓ,"N-doped Ti₃C₂ (aerogel, 3D porous)",One-step hydrothermal (N-doping + 3D structure building),,,,,,,,,3 mol/L H₂SO₄,200.8 m²/g,,,531 F/g,,
10.3390/nano14010062,"2024, Prabhakar Vattikuti et al.",Ti₃C₂Tₓ,Ti₃C₂ pre-intercalated with K⁺ cations,K⁺ pre-intercalation of multilayer Ti₃C₂Tₓ,Multilayer,,,,,,,,,,,,300 F/g,,5.7 F/cm²
10.3390/nano14010062,"2024, Prabhakar Vattikuti et al.",V₂CTₓ,V₂C with surface terminations,NaF/HCl hydrothermal etching of V₂AlC,,,,,,,,,1 mol/L Na₂SO₄,,2 mV/s,100 mA/g,556.7 F/g,,
10.3390/nano14010062,"2024, Prabhakar Vattikuti et al.",Nb₂C/Ti₃C₂,Interconnected Nb₂C/Ti₃C₂ 2D/2D MXene heterointerface,One-step chemical etching (simultaneous growth),,,,,,,,,PVA/H₂SO₄ gel,,,2 A/g,584 F/g,,
10.3390/nano14010062,"2024, Prabhakar Vattikuti et al.",Mo₂Ti₂C₃,"Mo₂Ti₂C₃ MXene, layer spacing 2.4 nm",Etching + vacuum-assisted filtration,,2.4 nm,,,,,,,EMIMTFSI in acetonitrile,,,,152 F/g,,
10.3390/nano14010062,"2024, Prabhakar Vattikuti et al.",Mo₂CTₓ,Mo₂C with surface terminations,Hydrothermal etching,,,,,,,,,1 mol/L H₂SO₄,,,0.3 A/g,79.14 F/g,390.7 F/cm³,
10.3390/nano14010062,"2024, Prabhakar Vattikuti et al.",Mo₁.₃₃CTz,Mo₁.₃₃C with ordered Mo vacancies,Selective etching of in-plane ordered MAX phase,,,,,,,,,1 mol/L MnSO₄,,,,,677 F/cm³,
