fold,k,ratio,gen_seed,condition,n_real_train,n_synthetic,mean_ks_statistic,max_ks_statistic,n_ks_reject_p05,mean_jensen_shannon,pearson_frobenius_diff,pearson_mean_abs_diff,pearson_max_abs_diff,pearson_offdiag_corr_of_corrs,spearman_frobenius_diff,spearman_mean_abs_diff,spearman_max_abs_diff,spearman_offdiag_corr_of_corrs,mi_frobenius_diff,mi_mean_abs_diff,mi_max_abs_diff,target_assoc_mean_abs_diff,exact_duplicates_of_real,exact_duplicate_fraction,duplicates_within_synthetic,duplicate_within_fraction,nn_dist_mean,nn_dist_median,nn_dist_p05,nn_dist_min,real_to_real_nn_median,privacy_ratio_syn_vs_real_nn,n_syn_closer_than_real_p05
1,2,5.25,1,D_real_plus_5.25x,37,194,0.10587907495123991,0.12385065477848983,0,0.06877772855226036,0.03906493368697704,0.027623079516664262,0.027623079516664262,,0.02925942302947879,0.02068953643775029,0.02068953643775029,,0.4811826169688111,0.06822880642476928,0.18468852841463626,0.01026869895063014,0,0.0,0,0.0,0.03637625886185347,0.007166090211751619,0.001861425533427521,0.0001854779027851614,0.0162813415825464,0.4401412608057844,18
1,2,5.25,2,D_real_plus_5.25x,37,194,0.09473390916689886,0.09988854834215659,0,0.08619643257029155,0.07609710911575578,0.053808781884443546,0.053808781884443546,,0.17388780907319126,0.1229572489613252,0.1229572489613252,,0.4321369325366305,0.06225238647876986,0.17303065691345215,0.1356606358772644,0,0.0,0,0.0,0.04732213012769321,0.008028564860558748,0.0012410390774178159,0.00036387583468104417,0.0162813415825464,0.4931144537355183,18
1,3,1.0,0,B_real_plus_1.0x,37,37,0.16216216216216217,0.1891891891891892,0,0.11274585317903094,0.0702049631573625,0.049642405521522756,0.049642405521522756,,0.2889655435658088,0.2043294953846401,0.2043294953846401,,0.37362964493092793,0.059391352269983516,0.12734827745158228,0.08048068789282548,0,0.0,0,0.0,0.00950051206109045,0.0058514344394453395,0.0009531075185873583,0.0006770018724061424,0.0162813415825464,0.35939510327073276,7
1,3,3.0,0,C_real_plus_3.0x,37,111,0.13063063063063063,0.16216216216216217,0,0.04289894056580948,0.04862162466123737,0.03438068051026802,0.03438068051026802,,0.13791771530170485,0.09752255173559116,0.09752255173559116,,0.3954213890284837,0.04662730312300795,0.20129411559148402,0.028816441753294286,0,0.0,0,0.0,0.009220877636611426,0.004983362934777777,0.00139952145543712,0.0002909975468882997,0.0162813415825464,0.30607815145405104,20
1,3,5.25,0,D_real_plus_5.25x,37,194,0.13680691000278628,0.13931457230426303,0,0.061437376814800396,0.05211532054765919,0.03685109656296043,0.03685109656296043,,0.024987257213810274,0.017668659019137722,0.017668659019137722,,0.3133395890954978,0.041037161787950346,0.13725745652057564,0.025055928205745332,0,0.0,0,0.0,0.007911220720602158,0.005703593486448069,0.0015664430849573645,0.000504445451174623,0.0162813415825464,0.3503147119376404,24
2,1,1.0,0,B_real_plus_1.0x,37,37,0.20270270270270271,0.21621621621621623,0,0.1371893131182656,0.008000819456811829,0.005657433692960914,0.005657433692960914,,0.22500847282030934,0.1591050169556697,0.1591050169556697,,0.5439113123981993,0.08118756731426831,0.2000696561288542,0.2012995756892671,0,0.0,0,0.0,0.06875228317465878,0.009456587540711074,0.002890334598882628,0.001834772799705854,0.01668757701713053,0.5666842784308034,0
2,1,3.0,0,C_real_plus_3.0x,37,111,0.16216216216216217,0.21621621621621623,0,0.062253455962631876,0.10925574949431091,0.07725548135104596,0.07725548135104596,,0.29516942138704494,0.20871629946168904,0.20871629946168904,,0.44884866972211396,0.06842631634700118,0.16082210571205943,0.09828851358730392,0,0.0,0,0.0,0.07285717983341361,0.014807500317943664,0.0023514034326890497,0.0005730609373369066,0.01668757701713053,0.8873367477341446,0
2,1,5.25,0,D_real_plus_5.25x,37,194,0.17470047366954583,0.21621621621621623,0,0.09875176476010714,0.07425976422731292,0.05250958285444717,0.05250958285444717,,0.03754700640181079,0.02654974283997512,0.02654974283997512,,0.6506524357796518,0.10665162440038123,0.18724509089869437,0.07521590318718127,0,0.0,0,0.0,0.07676037926563255,0.019889284577265083,0.0031434896803010986,0.0009850014350285552,0.01668757701713053,1.19186173983484,0
2,2,1.0,0,B_real_plus_1.0x,37,37,0.16216216216216217,0.21621621621621623,0,0.1429685662994935,0.05949789726867774,0.042071366625022595,0.042071366625022595,,0.11503643667560208,0.08134304445685508,0.08134304445685508,,0.4267588078833227,0.05644519121040817,0.17297032623229897,0.03633636690783785,0,0.0,0,0.0,0.028496548809749646,0.0064890039078580935,0.0026946478644762632,0.0004127262384815951,0.01668757701713053,0.3888523721087157,0
2,2,1.0,1,B_real_plus_1.0x,37,37,0.17567567567567569,0.21621621621621623,0,0.11631442989699414,0.01900722376582365,0.013440136816344012,0.013440136816344012,,0.11268947248958698,0.07968349016572185,0.07968349016572185,,0.4218441645607098,0.07159267280497382,0.12381550031926289,0.024349230505212316,0,0.0,0,0.0,0.02085850990286874,0.0067051853343574165,0.0020066279006826677,0.0017429786976211326,0.01668757701713053,0.4018070045444134,0
2,2,1.0,2,B_real_plus_1.0x,37,37,0.16216216216216217,0.21621621621621623,0,0.1398547930820959,0.12970440640052538,0.09171486531558734,0.09171486531558734,,0.39600157780140904,0.2800154010239485,0.2800154010239485,,0.41906352193662644,0.061353128116019805,0.1382424525707382,0.08030084786006182,0,0.0,0,0.0,0.01117828010527113,0.006565534377462094,0.0014565668001051619,0.001053631075275814,0.01668757701713053,0.39343844649958976,0
2,2,3.0,0,C_real_plus_3.0x,37,111,0.14864864864864866,0.21621621621621623,0,0.08182483310828424,0.10080781568906406,0.07128189007034083,0.07128189007034083,,0.0013316824446955064,0.0009416416870312722,0.0009416416870312722,,0.41177374173829895,0.060426710981885505,0.16342636116818277,0.09342091278567263,0,0.0,0,0.0,0.034085180860283365,0.007310322314453534,0.0011433555061572355,0.0005333638646787806,0.01668757701713053,0.43806972737559,0
2,2,3.0,1,C_real_plus_3.0x,37,111,0.15765765765765766,0.21621621621621623,0,0.0629861530069616,0.08789533773938897,0.06215138935020381,0.06215138935020381,,0.361102350984169,0.25533792108331066,0.25533792108331066,,0.34910472944719884,0.050695566367345075,0.12545836671852717,0.08496632486515152,0,0.0,0,0.0,0.02282005728297519,0.005367113727354377,0.0014270308334725851,0.0005037579478800548,0.01668757701713053,0.3216233082756591,0
2,2,3.0,2,C_real_plus_3.0x,37,111,0.1981981981981982,0.21621621621621623,0,0.08122111825789233,0.034367003545045204,0.024301141255763582,0.024301141255763582,,0.19447682007873246,0.13751587826126785,0.13751587826126785,,0.4081143748911717,0.06561089929967912,0.11478456571850974,0.08030447530776631,0,0.0,0,0.0,0.026617682453945475,0.0072383826736076825,0.0018302728713247521,0.0005804170068605874,0.01668757701713053,0.4337587575582222,0
2,2,5.25,0,D_real_plus_5.25x,37,194,0.1558233491223182,0.21621621621621623,0,0.04976084405694355,0.019837306076339458,0.014027093647052735,0.014027093647052735,,0.16064720975525013,0.11359473139663506,0.11359473139663506,,0.3766280731729932,0.05787648692357418,0.11340572016001887,0.06840368315136751,0,0.0,0,0.0,0.028201959010456936,0.006366619500071381,0.0015607797413031408,0.00037260842105560273,0.01668757701713053,0.3815185088605593,0
2,2,5.25,1,D_real_plus_5.25x,37,194,0.15150459738088606,0.21621621621621623,0,0.059877800488851676,0.0059512599315320784,0.004208176254190121,0.004208176254190121,,0.05753181689316992,0.04068113785914322,0.04068113785914322,,0.4501666458954998,0.06817924403179779,0.14720516538293138,0.022905860911055086,0,0.0,0,0.0,0.030265762953007515,0.006609138576075535,0.0010877936848279353,0.00040628317960237297,0.01668757701713053,0.3960514201247409,0
2,2,5.25,2,D_real_plus_5.25x,37,194,0.16439119531903038,0.21621621621621623,0,0.043679473080956266,0.09009321711734342,0.06370552476258547,0.06370552476258547,,0.14812358112912277,0.10473918867003844,0.10473918867003844,,0.34120710815440847,0.05070360167397369,0.12424000588952505,0.056122222772146034,0,0.0,0,0.0,0.025741254509199597,0.00690921718506402,0.0014206146012281544,0.0002911413653106812,0.01668757701713053,0.4140335758733221,1
2,3,1.0,0,B_real_plus_1.0x,37,37,0.16216216216216217,0.21621621621621623,0,0.07941066966665382,0.07431133579554164,0.052546049460058114,0.052546049460058114,,0.22165566684028776,0.15673422511119364,0.15673422511119364,,0.4342180438393086,0.06481754046733865,0.14837075135263894,0.2332484672106164,0,0.0,0,0.0,0.014906500821780454,0.004516518740529766,0.0009549061973367013,0.00031411993874644323,0.01668757701713053,0.27065155929427986,1
2,3,3.0,0,C_real_plus_3.0x,37,111,0.15315315315315314,0.21621621621621623,0,0.08755342324361774,0.034627282675615816,0.0244851863939914,0.0244851863939914,,0.14467654782703687,0.10230176804715763,0.10230176804715763,,0.3451856869839624,0.046042310575983174,0.15185388582205472,0.10381573752355448,0,0.0,0,0.0,0.016276800550334796,0.005230405683676779,0.0012423898627725973,9.267312161403159e-05,0.01668757701713053,0.31343110376704403,3
2,3,5.25,0,D_real_plus_5.25x,37,194,0.18243243243243246,0.21621621621621623,0,0.0430159035636827,0.00332897346751641,0.0023539397132709486,0.0023539397132709486,,0.08381563138913284,0.059266601324687876,0.059266601324687876,,0.4070687726197747,0.05829658550440593,0.14769743624458503,0.06825942044399347,0,0.0,0,0.0,0.014527080173117282,0.005601936012441652,0.0011176977244324573,0.00048645071464027906,0.01668757701713053,0.33569499075216364,0
3,1,1.0,0,B_real_plus_1.0x,38,38,0.21052631578947367,0.21052631578947367,0,0.08427726132658965,0.2692307912181289,0.1903749181745585,0.1903749181745585,,0.23115739106709068,0.1634529587449305,0.1634529587449305,,0.5900400048146205,0.09181699573001047,0.23242973148638854,0.06939183749269681,0,0.0,0,0.0,0.09125425241569152,0.023601385081834153,0.003222753261206157,0.0019660164318942804,0.03506302521008404,0.6731131994579422,0
3,1,3.0,0,C_real_plus_3.0x,38,114,0.18421052631578946,0.21052631578947367,0,0.051995117014472084,0.17781434453166803,0.12573372881058356,0.12573372881058356,,0.14542336262452407,0.1028298458547513,0.1028298458547513,,0.45314937723985044,0.06716893356148917,0.18438666170036908,0.06057726871680902,0,0.0,0,0.0,0.07915459932934382,0.018342372973889076,0.00299298376665614,0.0008032690018948039,0.03506302521008404,0.5231257960198442,1
3,1,5.25,0,D_real_plus_5.25x,38,200,0.14710526315789474,0.21052631578947367,0,0.04678628645841447,0.02329881961205515,0.016474753341326323,0.016474753341326323,,0.014031468780328163,0.00992174672457738,0.00992174672457738,,0.7520621335114887,0.10269207149102155,0.3000248892201093,0.04744117370182878,0,0.0,0,0.0,0.10478638675203636,0.09944900326293923,0.00331967623606628,0.0006668306310603058,0.03506302521008404,2.8362927233768165,3
3,2,1.0,0,B_real_plus_1.0x,38,38,0.17105263157894735,0.21052631578947367,0,0.08373783556270316,0.1110098750909609,0.07849583545549006,0.07849583545549006,,0.12716882405596036,0.08992193784548852,0.08992193784548852,,0.597889148757598,0.09305956102483476,0.20776106963275826,0.1088909505841356,0,0.0,0,0.0,0.012059785530034449,0.005431196497889756,0.0009145516490276304,0.000469329842786089,0.03506302521008404,0.15489811461926442,3
3,2,1.0,1,B_real_plus_1.0x,38,38,0.18421052631578946,0.21052631578947367,0,0.10402994518561809,0.04859287596506388,0.03436035211225347,0.03436035211225347,,0.2670582058685523,0.18883866834116636,0.18883866834116636,,0.5400796769121031,0.0761259189196925,0.22266837404323006,0.10696733744539869,0,0.0,0,0.0,0.008114850671227953,0.005471347758998501,0.00132520282762609,0.0008096100936686859,0.03506302521008404,0.15604323147293506,3
3,2,1.0,2,B_real_plus_1.0x,38,38,0.19736842105263158,0.21052631578947367,0,0.08037645438799451,0.4889794319100396,0.3457606721643347,0.3457606721643347,,0.4125184037710262,0.2916945606707429,0.2916945606707429,,0.35112177464238953,0.04998355431176101,0.14123612503025187,0.18030584115743925,0,0.0,0,0.0,0.015503820676258483,0.005721874041003069,0.0021131199273728917,0.00048432698951152614,0.03506302521008404,0.16318825904837989,1
3,2,3.0,0,C_real_plus_3.0x,38,114,0.15350877192982454,0.21052631578947367,0,0.08864927999885487,0.1423967886377016,0.10068973486490633,0.10068973486490633,,0.014828017655642218,0.010484991835858465,0.010484991835858465,,0.264585936372403,0.041983925324669165,0.09353714868192782,0.04075266699217304,0,0.0,0,0.0,0.006862868729839763,0.005084202813487829,0.0017342065903380398,0.0003175341835289867,0.03506302521008404,0.14500182979150425,4
3,2,3.0,1,C_real_plus_3.0x,38,114,0.14473684210526316,0.21052631578947367,0,0.05431261174469096,0.15014213864224238,0.10616652437578036,0.10616652437578036,,0.0740210570068047,0.05234079136010761,0.05234079136010761,,0.20115151961695735,0.03184453003523895,0.06333859038744588,0.060076723779180906,0,0.0,0,0.0,0.015369540325575049,0.005156954608807001,0.0018181587437373341,0.0002775995250346602,0.03506302521008404,0.1470767162248132,2
3,2,3.0,2,C_real_plus_3.0x,38,114,0.14473684210526316,0.21052631578947367,0,0.027588587298354218,0.062054548544272795,0.04387919207912509,0.04387919207912509,,0.05834756828001504,0.041257961196543735,0.041257961196543735,,0.23658435712626313,0.03500177232863618,0.08742415046670218,0.025042730161949522,0,0.0,0,0.0,0.007314381873238182,0.005564336832472105,0.0014665632851658407,0.0008749650000741943,0.03506302521008404,0.15869528653425533,6
3,2,5.25,0,D_real_plus_5.25x,38,200,0.14710526315789474,0.21052631578947367,0,0.046583741794378436,0.00873401640422111,0.006175882226419294,0.006175882226419294,,0.05809522606807093,0.04107952830729844,0.04107952830729844,,0.191033528523783,0.026369727679129745,0.07331765479492611,0.01441204590366359,0,0.0,0,0.0,0.010611479365143459,0.005152622342655891,0.0012217856860072137,0.0005553835860711124,0.03506302521008404,0.14695315968269643,13
3,2,5.25,1,D_real_plus_5.25x,38,200,0.1593421052631579,0.21052631578947367,0,0.044902392319014946,0.11355464217988342,0.08029525752060752,0.08029525752060752,,0.1544260803027369,0.1091957285741236,0.1091957285741236,,0.2174111196819749,0.03378381710319746,0.09390884033401578,0.05238585586721932,0,0.0,0,0.0,0.008340529368637859,0.005679843165220303,0.0016554900420489213,0.0005889179058329487,0.03506302521008404,0.16198953544906314,8
3,2,5.25,2,D_real_plus_5.25x,38,200,0.13473684210526315,0.21052631578947367,0,0.03426515967520709,0.06339860239105986,0.044829581668468094,0.044829581668468094,,0.015529869240625988,0.010981275850987016,0.010981275850987016,,0.20004049990057257,0.024583848369030537,0.09983980469489546,0.024484113362261195,0,0.0,0,0.0,0.011356142420206643,0.0057503925362376584,0.0015154064382267788,0.0004371525010172668,0.03506302521008404,0.1640016085829314,10
3,3,1.0,0,B_real_plus_1.0x,38,38,0.23684210526315788,0.23684210526315788,0,0.11488602862251845,0.27663880479717695,0.19561317481142546,0.19561317481142546,,0.5186733992615551,0.36675747783892326,0.36675747783892326,,0.472508982915143,0.060021799918237015,0.24785674227346058,0.14526943341704415,0,0.0,0,0.0,0.005047976674464055,0.005120167577801423,0.0012476695666466882,0.00019593276687152638,0.03506302521008404,0.14602754745557084,3
3,3,3.0,0,C_real_plus_3.0x,38,114,0.17105263157894735,0.21052631578947367,0,0.05768836799510162,0.05899415570749007,0.0417151675511413,0.0417151675511413,,0.04518749319486832,0.031952382862912354,0.031952382862912354,,0.24993999312811452,0.039368421408966056,0.09051027715284454,0.02398398106959801,0,0.0,0,0.0,0.0057277243613727885,0.005328671466866081,0.0013802853214312238,0.0002894701639986339,0.03506302521008404,0.15197409336298706,7
3,3,5.25,0,D_real_plus_5.25x,38,200,0.17144736842105263,0.21052631578947367,0,0.03914082324296615,0.018750331906099933,0.013258486840301745,0.013258486840301745,,0.05201890185827764,0.03678291825386562,0.03678291825386562,,0.22762192510345022,0.0301474626057393,0.1090056406378013,0.018905248889332146,0,0.0,0,0.0,0.005269922813745673,0.005123149100486075,0.0012324912740828775,0.0001825945293866524,0.03506302521008404,0.1461125806969066,18
4,1,1.0,0,B_real_plus_1.0x,38,38,0.19736842105263158,0.23684210526315788,0,0.13980042003594556,0.14890522747907275,0.10529189610457779,0.10529189610457779,,0.29914820637249784,0.21152972530578598,0.21152972530578598,,0.48582038533694005,0.0749274714668,0.2020437498667899,0.06791766409004626,0,0.0,0,0.0,0.07190717629656429,0.02651674331861198,0.0019191396347519195,0.0005546713558737582,0.012974852080613636,2.043702938103776,0
4,1,3.0,0,C_real_plus_3.0x,38,114,0.17105263157894735,0.21052631578947367,0,0.05822354469323977,0.012441309079458032,0.008797334016922537,0.008797334016922537,,0.35390005694139104,0.25024513012556293,0.25024513012556293,,0.40558179824105656,0.056354181932318094,0.16694336861616016,0.07837929131622937,0,0.0,0,0.0,0.04776795864519365,0.012532586930896459,0.002070792584259002,0.0010540311412356518,0.012974852080613636,0.9659136653759631,0
4,1,5.25,0,D_real_plus_5.25x,38,200,0.15144736842105264,0.21052631578947367,0,0.0501267208388711,0.10371308775778401,0.07333622765132458,0.07333622765132458,,0.3316135868613569,0.23448621600325967,0.23448621600325967,,0.5431395025437554,0.08491519661860004,0.19825480034524753,0.06062239968660803,0,0.0,0,0.0,0.056074783502990985,0.01266241338296608,0.0019968085295001205,0.00028369220625632945,0.012974852080613636,0.975919671707519,1
4,2,1.0,0,B_real_plus_1.0x,38,38,0.18421052631578946,0.21052631578947367,0,0.10942849439579704,0.04586715685432722,0.03243297764544181,0.03243297764544181,,0.06357381903537336,0.04495347854583892,0.04495347854583892,,0.25067203049669223,0.037468150080017464,0.08826134257655482,0.05937015717263343,0,0.0,0,0.0,0.03321604962297844,0.007186902296655598,0.0017212396376966612,0.0005382089160356462,0.012974852080613636,0.5539101526555283,0
4,2,1.0,1,B_real_plus_1.0x,38,38,0.18421052631578946,0.21052631578947367,0,0.10007916977155307,0.020471235011650046,0.01447534909600122,0.01447534909600122,,0.08714770517421132,0.061622733293530796,0.061622733293530796,,0.29665919289664827,0.0464138951286114,0.09384370947272747,0.032421245692784886,0,0.0,0,0.0,0.015124988731012234,0.004595570445671186,0.001426051045695191,0.0008805705706191898,0.012974852080613636,0.35419058476494336,0
4,2,1.0,2,B_real_plus_1.0x,38,38,0.19736842105263158,0.23684210526315788,0,0.1700461336496642,0.0622618382656917,0.04402576804681067,0.04402576804681067,,0.19825453718907973,0.14018712764739885,0.14018712764739885,,0.5314830162678473,0.0844378812413305,0.16492167850613887,0.12124400112455233,0,0.0,0,0.0,0.03385547731527586,0.00687704693371864,0.001418217703145782,0.0008990279699061812,0.012974852080613636,0.5300289275739778,0
4,2,3.0,0,C_real_plus_3.0x,38,114,0.17543859649122806,0.21052631578947367,0,0.0766139927310412,0.019236397746736387,0.01360218729231892,0.01360218729231892,,0.012422224732407106,0.00878383934570831,0.00878383934570831,,0.31111808745138614,0.04701806036285195,0.10147998169418135,0.027380820360413012,0,0.0,0,0.0,0.016107209986249916,0.005400163757143906,0.0015825320872759796,0.0003943772582693913,0.012974852080613636,0.41620233692009145,0
4,2,3.0,1,C_real_plus_3.0x,38,114,0.15350877192982454,0.21052631578947367,0,0.05185902941353033,0.047177177762092,0.033359302312818445,0.033359302312818445,,0.10031162567413489,0.07093103074602736,0.07093103074602736,,0.24106069786320927,0.03781072604406675,0.07547449092571756,0.04638640710165258,0,0.0,0,0.0,0.02478424827439758,0.005158628461059203,0.0010112325161211275,0.0005814426211134943,0.012974852080613636,0.39758668761757704,0
4,2,3.0,2,C_real_plus_3.0x,38,114,0.16666666666666666,0.21052631578947367,0,0.0741494152135501,0.05782659650488093,0.04088957852153961,0.04088957852153961,,0.3318710767227364,0.23466828883032792,0.23466828883032792,,0.3373905762522029,0.051098542046191124,0.11136881707233354,0.05535329315702483,0,0.0,0,0.0,0.02468932768909028,0.006296841832910777,0.0014396414605311039,9.026012801706743e-05,0.012974852080613636,0.48531126164584165,1
4,2,5.25,0,D_real_plus_5.25x,38,200,0.16171052631578947,0.21052631578947367,0,0.05593658057616979,0.007843211734480719,0.0055459882037332195,0.0055459882037332195,,0.20749839464090739,0.14672352193590799,0.14672352193590799,,0.34990259957795444,0.05210708275664451,0.17246588390785605,0.03960385885803158,0,0.0,0,0.0,0.017608368174104133,0.006100823672543828,0.001429941591758582,0.0005510483901939675,0.012974852080613636,0.47020371674674954,0
4,2,5.25,1,D_real_plus_5.25x,38,200,0.14855263157894735,0.21052631578947367,0,0.05887967259352087,0.03980480379309698,0.02814624668589888,0.02814624668589888,,0.17548899174186347,0.1240894560842617,0.1240894560842617,,0.3537309730408115,0.052679075281290635,0.15486124986444413,0.046801281451296466,0,0.0,0,0.0,0.02460498426143236,0.005956100811045281,0.001454246273372347,0.0005869514470341861,0.012974852080613636,0.45904961182136206,0
4,2,5.25,2,D_real_plus_5.25x,38,200,0.1401315789473684,0.21052631578947367,0,0.051146711353699026,0.032678263694649504,0.023107021855888827,0.023107021855888827,,0.15091924527909412,0.1067160217484033,0.1067160217484033,,0.3218723742351019,0.04810486381884935,0.13714958952229328,0.03377157664899915,0,0.0,0,0.0,0.030663422689423098,0.006963059545604195,0.001533563354585997,0.0006762878558629398,0.012974852080613636,0.5366581061843506,0
4,3,1.0,0,B_real_plus_1.0x,38,38,0.19736842105263158,0.21052631578947367,0,0.08481636916882532,0.08317282009332812,0.05881206509840105,0.05881206509840105,,0.2709319734920916,0.19157783569651188,0.19157783569651188,,0.43166097679820226,0.06110699066681094,0.15361936315729474,0.05573035335292559,0,0.0,0,0.0,0.00497201329672179,0.004783671813562304,0.0011033750393269173,0.00036001039786957715,0.012974852080613636,0.36868796529170633,0
4,3,3.0,0,C_real_plus_3.0x,38,114,0.14912280701754385,0.21052631578947367,0,0.03946441184794705,0.025717751698365963,0.01818519662278642,0.01818519662278642,,0.027325866575605057,0.01932230555740916,0.01932230555740916,,0.2501424229593129,0.029841684042067166,0.13133366775425254,0.0213456783282335,0,0.0,0,0.0,0.004936183726007322,0.0049963103474542706,0.0013344704680013466,0.00039750275699846764,0.012974852080613636,0.3850764784378161,0
4,3,5.25,0,D_real_plus_5.25x,38,200,0.1563157894736842,0.21052631578947367,0,0.03777570550363555,0.0030995585582227316,0.002191718875204092,0.002191718875204092,,0.11916652855877537,0.08426346043437044,0.08426346043437044,,0.3314820857941207,0.042496328309694714,0.1547123925081082,0.036154820704786914,0,0.0,0,0.0,0.0052050830199496904,0.005023478260039049,0.0010013829779472521,5.1486002870505e-05,0.012974852080613636,0.38717036840403557,3
5,1,1.0,0,B_real_plus_1.0x,38,38,0.22368421052631576,0.23684210526315788,0,0.1173747052385215,0.13285455310403355,0.09394235541137042,0.09394235541137042,,0.45715120672206944,0.3232547183007885,0.3232547183007885,,0.821361186815099,0.11073864447544234,0.34777305424635535,0.2598482007953816,0,0.0,0,0.0,0.06383808855564153,0.00947752362720674,0.001714614404657028,0.001459178112864768,0.016343201482062003,0.5799061853094754,0
