paper_id,source_file,doi,interlayer_A,scan_rate_mV_s,current_density_A_g,mass_loading_mg_cm2,electrode_thickness_um,ssa_m2_g,flake_size_um,pore_diameter_nm,h2so4_M,layer_class,composition_family,synthesis_family,electrolyte_is_gel,target_cap_F_g,target_is_approximate,target_outlier_flag
10.1016/j.jallcom.2021.161304,1-s2.0-S0925838821027134-main.pdf,10.1016/j.jallcom.2021.161304,10.9,2.0,,,,14.0,,,1.0,,pristine_mxene,LiF_HCl_MILD,False,227.0,False,False
10.1016/j.jallcom.2021.161304,1-s2.0-S0925838821027134-main.pdf,10.1016/j.jallcom.2021.161304,,2.0,,,,,,,1.0,,pristine_mxene,LiF_HCl_MILD,False,238.0,False,False
10.1016/j.jallcom.2021.161304,1-s2.0-S0925838821027134-main.pdf,10.1016/j.jallcom.2021.161304,13.0,2.0,,,,72.0,,,1.0,,structured_pristine_mxene,LiF_HCl_MILD,False,307.0,False,False
10.1016/j.jallcom.2021.161304,1-s2.0-S0925838821027134-main.pdf,10.1016/j.jallcom.2021.161304,,2.0,,,,178.0,,,1.0,,mxene_inorganic_composite,LiF_HCl_MILD,False,,,False
10.1016/j.jallcom.2022.166647,1-s2.0-S0925838822030389-main.pdf,10.1016/j.jallcom.2022.166647,13.09,,1.0,3.0,,,,,1.0,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,False,311.0,False,False
10.1016/j.jallcom.2022.166647,1-s2.0-S0925838822030389-main.pdf,10.1016/j.jallcom.2022.166647,,,1.0,3.0,,,,,1.0,single_or_few_layer,structured_pristine_mxene,LiF_HCl_MILD,False,,,False
10.1016/j.jallcom.2022.166647,1-s2.0-S0925838822030389-main.pdf,10.1016/j.jallcom.2022.166647,14.24,,1.0,3.0,,48.3,,3.0,1.0,single_or_few_layer,structured_pristine_mxene,LiF_HCl_MILD,False,385.0,False,False
10.1016/j.jallcom.2022.166647,1-s2.0-S0925838822030389-main.pdf,10.1016/j.jallcom.2022.166647,,,1.0,3.0,,,,,1.0,single_or_few_layer,structured_pristine_mxene,LiF_HCl_MILD,False,,,False
10.1016/j.jallcom.2022.166647,1-s2.0-S0925838822030389-main.pdf,10.1016/j.jallcom.2022.166647,,,1.0,3.0,,,,,1.0,single_or_few_layer,structured_pristine_mxene,LiF_HCl_MILD,False,303.0,False,False
10.1016/j.jallcom.2022.166647,1-s2.0-S0925838822030389-main.pdf,10.1016/j.jallcom.2022.166647,13.67,,1.0,3.0,,42.5,,,1.0,single_or_few_layer,structured_pristine_mxene,LiF_HCl_MILD,False,340.0,False,False
10.1016/j.jallcom.2022.166647,1-s2.0-S0925838822030389-main.pdf,10.1016/j.jallcom.2022.166647,,,1.0,3.0,,46.3,,,1.0,single_or_few_layer,structured_pristine_mxene,LiF_HCl_MILD,False,353.0,False,False
10.1016/j.jallcom.2022.166647,1-s2.0-S0925838822030389-main.pdf,10.1016/j.jallcom.2022.166647,14.72,,1.0,3.0,,77.7,,,1.0,single_or_few_layer,structured_pristine_mxene,LiF_HCl_MILD,False,325.0,False,False
10.1016/j.jallcom.2022.166647,1-s2.0-S0925838822030389-main.pdf,10.1016/j.jallcom.2022.166647,,,1.0,3.0,,79.8,,,1.0,single_or_few_layer,structured_pristine_mxene,LiF_HCl_MILD,False,325.0,False,False
10.1016/j.jallcom.2023.173355,1-s2.0-S0925838823046583-main.pdf,10.1016/j.jallcom.2023.173355,12.6,2.0,,,,,,,3.0,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,False,489.3,False,False
10.1016/j.jallcom.2023.173355,1-s2.0-S0925838823046583-main.pdf,10.1016/j.jallcom.2023.173355,13.4,2.0,,,,,,,3.0,single_or_few_layer,doped_mxene,LiF_HCl_MILD,False,,,False
10.1016/j.jallcom.2023.173355,1-s2.0-S0925838823046583-main.pdf,10.1016/j.jallcom.2023.173355,13.4,2.0,,,,,,,3.0,single_or_few_layer,doped_mxene,LiF_HCl_MILD,False,,,False
10.1016/j.jallcom.2023.173355,1-s2.0-S0925838823046583-main.pdf,10.1016/j.jallcom.2023.173355,12.7,2.0,,,,,,,3.0,single_or_few_layer,doped_mxene,LiF_HCl_MILD,False,1609.5,False,True
10.1016/j.jallcom.2023.173355,1-s2.0-S0925838823046583-main.pdf,10.1016/j.jallcom.2023.173355,13.799999999999999,2.0,,,,,,,3.0,single_or_few_layer,doped_mxene,LiF_HCl_MILD,False,,,False
10.1016/j.apmt.2019.06.013,1-s2.0-S2352940719303622-main.pdf,10.1016/j.apmt.2019.06.013,12.8,1.0,1.0,,12.0,8.2,,,3.0,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,False,278.0,False,False
10.1016/j.apmt.2019.06.013,1-s2.0-S2352940719303622-main.pdf,10.1016/j.apmt.2019.06.013,11.0,1.0,1.0,,74.0,45.1,,,3.0,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,False,378.0,False,False
10.1016/j.apmt.2019.06.013,1-s2.0-S2352940719303622-main.pdf,10.1016/j.apmt.2019.06.013,11.0,1.0,1.0,,,177.6,,,3.0,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,False,414.0,False,False
10.1016/j.jobab.2021.10.001,1-s2.0-S2369969821000785-main.pdf,10.1016/j.jobab.2021.10.001,,,0.5,,,1649.0,,,1.0,single_or_few_layer,mxene_carbon_composite,LiF_HCl_MILD,False,362.0,False,False
10.1016/j.ensm.2023.103148,1-s2.0-S2405829723005251-main.pdf,10.1016/j.ensm.2023.103148,5.3,100.0,,2.1,200.0,,,,0.5,delaminated,pristine_mxene,LiF_HCl_MILD,False,280.0,True,False
10.1016/j.ensm.2023.103148,1-s2.0-S2405829723005251-main.pdf,10.1016/j.ensm.2023.103148,5.3,5.0,,3.2,2000.0,,,,0.5,delaminated,pristine_mxene,LiF_HCl_MILD,False,292.0,False,False
10.1016/j.ensm.2023.103148,1-s2.0-S2405829723005251-main.pdf,10.1016/j.ensm.2023.103148,5.3,5.0,,3.2,500.0,,,,0.5,delaminated,pristine_mxene,LiF_HCl_MILD,False,289.0,False,False
10.1016/j.ensm.2023.103148,1-s2.0-S2405829723005251-main.pdf,10.1016/j.ensm.2023.103148,5.3,5.0,,3.2,200.0,,,,0.5,delaminated,pristine_mxene,LiF_HCl_MILD,False,300.0,False,False
10.1016/j.ensm.2023.103148,1-s2.0-S2405829723005251-main.pdf,10.1016/j.ensm.2023.103148,5.3,5.0,,3.2,100.0,,,,0.5,delaminated,pristine_mxene,LiF_HCl_MILD,False,277.0,False,False
10.1016/j.ensm.2023.103148,1-s2.0-S2405829723005251-main.pdf,10.1016/j.ensm.2023.103148,5.3,5.0,,3.2,50.0,,,,0.5,delaminated,pristine_mxene,LiF_HCl_MILD,False,100.0,False,False
10.1016/j.ensm.2023.103148,1-s2.0-S2405829723005251-main.pdf,10.1016/j.ensm.2023.103148,5.3,5.0,,4.4,200.0,,,,0.5,delaminated,pristine_mxene,LiF_HCl_MILD,False,286.0,False,False
10.1016/j.ensm.2023.103148,1-s2.0-S2405829723005251-main.pdf,10.1016/j.ensm.2023.103148,5.3,,20.0,5.8,200.0,,,,0.5,delaminated,pristine_mxene,LiF_HCl_MILD,False,261.0,False,False
10.1016/j.ensm.2023.103148,1-s2.0-S2405829723005251-main.pdf,10.1016/j.ensm.2023.103148,5.3,200.0,,7.2,200.0,,,,0.5,delaminated,pristine_mxene,LiF_HCl_MILD,False,240.0,False,False
10.1002/batt.201800014,10.1002@batt.201800014.pdf,10.1002/batt.201800014,12.5,2.0,,,10000.0,,,,1.0,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,False,234.0,False,False
10.1002/adma.201701264,1399231.pdf,10.1002/adma.201701264,13.100000000000001,2.0,,,,19.6,,,3.0,delaminated,pristine_mxene,LiF_HCl_MILD,False,330.2,False,False
10.1002/adma.201701264,1399231.pdf,10.1002/adma.201701264,14.6,2.0,,,,,,,3.0,,mxene_carbon_composite,LiF_HCl_MILD,False,308.0,False,False
10.1002/adma.201701264,1399231.pdf,10.1002/adma.201701264,15.1,2.0,,,,68.1,,,3.0,,mxene_carbon_composite,LiF_HCl_MILD,False,335.4,False,False
10.1002/adma.201701264,1399231.pdf,10.1002/adma.201701264,16.7,2.0,,,,,,,3.0,,mxene_carbon_composite,LiF_HCl_MILD,False,329.9,False,False
10.1002/aelm.201800179,201807260933092014.pdf,10.1002/aelm.201800179,20.4,,,,1.0,,,,,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,True,,,False
10.1002/aelm.201800179,201807260933092014.pdf,10.1002/aelm.201800179,20.4,5.0,,,4.0,,,,,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,True,,,False
10.1002/aelm.201800179,201807260933092014.pdf,10.1002/aelm.201800179,20.4,5.0,,,11.0,,,,,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,True,,,False
10.1002/aelm.201800179,201807260933092014.pdf,10.1002/aelm.201800179,20.4,5.0,,,21.0,,,,,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,True,,,False
10.1021/acsnano.9b10066,acsnano.9b10066.pdf,10.1021/acsnano.9b10066,,,1.0,,0.6,,0.116,,1.0,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,False,,,False
10.1021/acsnano.9b10066,acsnano.9b10066.pdf,10.1021/acsnano.9b10066,,,1.0,0.35,1.0,,,,1.0,single_or_few_layer,mxene_carbon_composite,LiF_HCl_MILD,False,140.0,True,False
10.1002/adma.202304757,Advanced Materials - 2023 - Arslanoglu - 3D Assembly of MXene Networks using a Ceramic Backbone with Controlled Porosity.pdf,10.1002/adma.202304757,,10.0,,2.43,1000.0,,1.0,50000.0,3.0,delaminated,mxene_inorganic_composite,LiF_HCl_MILD,True,7.26,False,True
10.1002/adma.202304757,Advanced Materials - 2023 - Arslanoglu - 3D Assembly of MXene Networks using a Ceramic Backbone with Controlled Porosity.pdf,10.1002/adma.202304757,,10.0,,,1000.0,,1.0,50000.0,3.0,delaminated,mxene_inorganic_composite,LiF_HCl_MILD,True,,,False
10.1002/adma.202304757,Advanced Materials - 2023 - Arslanoglu - 3D Assembly of MXene Networks using a Ceramic Backbone with Controlled Porosity.pdf,10.1002/adma.202304757,,10.0,,,1000.0,,1.0,20000.0,3.0,delaminated,mxene_inorganic_composite,LiF_HCl_MILD,True,,,False
10.1002/adma.202304757,Advanced Materials - 2023 - Arslanoglu - 3D Assembly of MXene Networks using a Ceramic Backbone with Controlled Porosity.pdf,10.1002/adma.202304757,,10.0,,,1000.0,,1.0,50000.0,3.0,delaminated,mxene_inorganic_composite,LiF_HCl_MILD,True,,,False
10.1002/advs.202305991,Advanced Science - 2023 - He - Wide Temperature All‐Solid‐State Ti3C2Tx Quantum Dots L‐Ti3C2Tx Fiber Supercapacitor with.pdf,10.1002/advs.202305991,,,,,,,,,1.0,delaminated,pristine_mxene,LiF_HCl_MILD,False,,,False
10.1002/advs.202305991,Advanced Science - 2023 - He - Wide Temperature All‐Solid‐State Ti3C2Tx Quantum Dots L‐Ti3C2Tx Fiber Supercapacitor with.pdf,10.1002/advs.202305991,,,,,,,,,1.0,delaminated,pristine_mxene,LiF_HCl_MILD,False,,,False
10.1002/advs.202305991,Advanced Science - 2023 - He - Wide Temperature All‐Solid‐State Ti3C2Tx Quantum Dots L‐Ti3C2Tx Fiber Supercapacitor with.pdf,10.1002/advs.202305991,,,,,,,,,1.0,delaminated,pristine_mxene,LiF_HCl_MILD,False,,,False
10.1002/advs.202305991,Advanced Science - 2023 - He - Wide Temperature All‐Solid‐State Ti3C2Tx Quantum Dots L‐Ti3C2Tx Fiber Supercapacitor with.pdf,10.1002/advs.202305991,,,,,,,,,1.0,delaminated,pristine_mxene,LiF_HCl_MILD,False,,,False
10.1002/advs.202305991,Advanced Science - 2023 - He - Wide Temperature All‐Solid‐State Ti3C2Tx Quantum Dots L‐Ti3C2Tx Fiber Supercapacitor with.pdf,10.1002/advs.202305991,,,,,,,,,1.0,delaminated,pristine_mxene,LiF_HCl_MILD,False,,,False
10.1002/advs.202305991,Advanced Science - 2023 - He - Wide Temperature All‐Solid‐State Ti3C2Tx Quantum Dots L‐Ti3C2Tx Fiber Supercapacitor with.pdf,10.1002/advs.202305991,,,1.0,,,,,,1.0,delaminated,pristine_mxene,LiF_HCl_MILD,False,,,False
10.1002/advs.202305991,Advanced Science - 2023 - He - Wide Temperature All‐Solid‐State Ti3C2Tx Quantum Dots L‐Ti3C2Tx Fiber Supercapacitor with.pdf,10.1002/advs.202305991,,,1.0,,,,,,1.0,delaminated,pristine_mxene,LiF_HCl_MILD,False,,,False
10.1002/advs.202305991,Advanced Science - 2023 - He - Wide Temperature All‐Solid‐State Ti3C2Tx Quantum Dots L‐Ti3C2Tx Fiber Supercapacitor with.pdf,10.1002/advs.202305991,,,1.0,,,,,,1.0,delaminated,pristine_mxene,LiF_HCl_MILD,False,,,False
10.1021/acsanm.4c01912,an4c01912.pdf,10.1021/acsanm.4c01912,13.3,,1.0,,,19.5,,,1.0,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,False,390.0,False,False
10.1002/adma.201504705,boota2015.pdf,10.1002/adma.201504705,13.8,5.0,,,,,,,1.0,delaminated,pristine_mxene,LiF_HCl_MILD,False,245.0,False,False
10.1002/adma.201504705,boota2015.pdf,10.1002/adma.201504705,10.0,5.0,,0.93,13.0,,,,1.0,delaminated,mxene_polymer_composite,LiF_HCl_MILD,False,416.0,False,False
10.1002/adma.201504705,boota2015.pdf,10.1002/adma.201504705,,5.0,,,,,,,1.0,delaminated,mxene_polymer_composite,LiF_HCl_MILD,False,249.0,False,False
10.1039/c8dt04374d,c8dt04374d.pdf,10.1039/c8dt04374d,12.8,2.0,,,,16.2,,,1.0,,pristine_mxene,LiF_HCl_MILD,False,241.0,False,False
10.1039/c8dt04374d,c8dt04374d.pdf,10.1039/c8dt04374d,,,,,,,,,1.0,,pristine_mxene,LiF_HCl_MILD,False,,,False
10.1039/c8dt04374d,c8dt04374d.pdf,10.1039/c8dt04374d,,,,,,,,,1.0,,mxene_polymer_composite,LiF_HCl_MILD,False,,,False
10.1039/c8dt04374d,c8dt04374d.pdf,10.1039/c8dt04374d,,,,,,,,,1.0,,mxene_polymer_composite,LiF_HCl_MILD,False,,,False
10.1039/c8dt04374d,c8dt04374d.pdf,10.1039/c8dt04374d,14.24,2.0,,,,,,,1.0,,mxene_polymer_composite,LiF_HCl_MILD,False,216.0,False,False
10.1039/c8dt04374d,c8dt04374d.pdf,10.1039/c8dt04374d,15.1,2.0,,,,73.7,,,1.0,,mxene_polymer_composite,LiF_HCl_MILD,False,286.0,False,False
10.1039/c8dt04374d,c8dt04374d.pdf,10.1039/c8dt04374d,,,,,,,,,1.0,,mxene_polymer_composite,LiF_HCl_MILD,False,,,False
10.1039/c8dt04374d,c8dt04374d.pdf,10.1039/c8dt04374d,,,,,,,,,1.0,,mxene_polymer_composite,LiF_HCl_MILD,False,,,False
10.1039/c8nr01550c,c8nr01550c.pdf,10.1039/c8nr01550c,12.4,,0.5,1.0,13.0,1.5,,,3.0,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,False,288.0,False,False
10.1039/c8nr06014b,c8nr06014b.pdf,10.1039/c8nr06014b,,10.0,,0.14,,108.0,,3.9,3.0,,doped_mxene,LiF_HCl_MILD,False,438.0,False,False
10.1039/c8nr06014b,c8nr06014b.pdf,10.1039/c8nr06014b,,10.0,,,,,,,3.0,,pristine_mxene,LiF_HCl_MILD,False,231.0,False,False
10.1002/celc.202100558,ChemElectroChem - 2021 - Abdolhosseinzadeh - Coating Porous MXene Films with Tunable Porosity for High‐Performance.pdf,10.1002/celc.202100558,12.1,5.0,,1.26,,10.5,,,,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,True,153.0,False,False
10.1002/celc.202100558,ChemElectroChem - 2021 - Abdolhosseinzadeh - Coating Porous MXene Films with Tunable Porosity for High‐Performance.pdf,10.1002/celc.202100558,12.1,5.0,,1.26,,24.3,,,,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,True,169.0,False,False
10.1002/celc.202100558,ChemElectroChem - 2021 - Abdolhosseinzadeh - Coating Porous MXene Films with Tunable Porosity for High‐Performance.pdf,10.1002/celc.202100558,12.1,5.0,,1.26,,62.1,,,,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,True,192.0,False,False
10.1002/celc.202100558,ChemElectroChem - 2021 - Abdolhosseinzadeh - Coating Porous MXene Films with Tunable Porosity for High‐Performance.pdf,10.1002/celc.202100558,12.1,5.0,,1.26,,95.6,,,,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,True,110.0,False,False
10.1002/aelm.201700339,couly2017.pdf,10.1002/aelm.201700339,,2.0,,0.1,0.3,,,,1.0,delaminated,mxene_carbon_composite,LiF_HCl_MILD,True,,,False
10.1002/aelm.201700339,couly2017.pdf,10.1002/aelm.201700339,,,,0.1,0.3,,,,1.0,delaminated,mxene_carbon_composite,LiF_HCl_MILD,True,,,False
10.1002/aelm.201700339,couly2017.pdf,10.1002/aelm.201700339,12.62,2.0,,0.1,0.3,,,,1.0,delaminated,pristine_mxene,LiF_HCl_MILD,True,,,False
10.1039/d5ta06789h,d5ta06789h.pdf,10.1039/d5ta06789h,13.7,5.0,1.0,1.0,,,,,1.0,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,False,234.5,False,False
10.1039/d5ta06789h,d5ta06789h.pdf,10.1039/d5ta06789h,13.3,5.0,1.0,1.0,,,,,1.0,single_or_few_layer,mxene_polymer_composite,LiF_HCl_MILD,False,146.9,False,False
10.1039/d5ta06789h,d5ta06789h.pdf,10.1039/d5ta06789h,16.0,5.0,1.0,1.0,,,,,1.0,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,False,219.1,False,False
10.1039/d6ta00010j,d6ta00010j.pdf,10.1039/d6ta00010j,13.6,2.0,,,5.3,4.79,,,1.0,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,False,192.0,False,False
10.1039/d6ta00010j,d6ta00010j.pdf,10.1039/d6ta00010j,13.9,,,,,,,,1.0,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,False,,,False
10.1039/d6ta00010j,d6ta00010j.pdf,10.1039/d6ta00010j,13.6,2.0,,,129.1,7.42,,,1.0,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,False,226.0,False,False
10.1039/d6ta00010j,d6ta00010j.pdf,10.1039/d6ta00010j,13.7,,,,,,,,1.0,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,False,,,False
10.1039/d6ta00010j,d6ta00010j.pdf,10.1039/d6ta00010j,13.5,,,,,,,,1.0,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,False,,,False
10.1039/d6ta00010j,d6ta00010j.pdf,10.1039/d6ta00010j,15.4,,,,,,,,1.0,single_or_few_layer,mxene_polymer_composite,LiF_HCl_MILD,False,,,False
10.1039/d6ta00010j,d6ta00010j.pdf,10.1039/d6ta00010j,15.9,,,,,,,,1.0,single_or_few_layer,mxene_polymer_composite,LiF_HCl_MILD,False,,,False
10.1039/d6ta00010j,d6ta00010j.pdf,10.1039/d6ta00010j,17.1,2.0,,,4.8,,,,1.0,single_or_few_layer,mxene_polymer_composite,LiF_HCl_MILD,False,214.0,False,False
10.1039/d6ta00010j,d6ta00010j.pdf,10.1039/d6ta00010j,18.7,,,,,,,,1.0,single_or_few_layer,mxene_polymer_composite,LiF_HCl_MILD,False,,,False
10.1039/d6ta00010j,d6ta00010j.pdf,10.1039/d6ta00010j,20.4,,,,,,,,1.0,single_or_few_layer,mxene_polymer_composite,LiF_HCl_MILD,False,,,False
10.1039/d6ta00010j,d6ta00010j.pdf,10.1039/d6ta00010j,13.9,2.0,,,,,,,1.0,single_or_few_layer,mxene_polymer_composite,LiF_HCl_MILD,False,230.0,False,False
10.1039/d6ta00010j,d6ta00010j.pdf,10.1039/d6ta00010j,13.8,2.0,,,,,,,1.0,single_or_few_layer,mxene_polymer_composite,LiF_HCl_MILD,False,239.0,False,False
10.1039/d6ta00010j,d6ta00010j.pdf,10.1039/d6ta00010j,13.8,2.0,,1.1,121.8,,,,,single_or_few_layer,mxene_polymer_composite,LiF_HCl_MILD,True,240.77,False,False
10.1039/d6ta00010j,d6ta00010j.pdf,10.1039/d6ta00010j,13.9,2.0,,,,,,,1.0,single_or_few_layer,mxene_polymer_composite,LiF_HCl_MILD,False,200.0,False,False
10.1039/d6ta00010j,d6ta00010j.pdf,10.1039/d6ta00010j,14.3,2.0,,,,,,,1.0,single_or_few_layer,mxene_polymer_composite,LiF_HCl_MILD,False,197.0,False,False
10.20517/energymater.2024.45,em4045_down.pdf,10.20517/energymater.2024.45,12.6,5.0,1.0,1.22,4.47,,,,3.0,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,False,258.8,False,False
10.20517/energymater.2024.45,em4045_down.pdf,10.20517/energymater.2024.45,11.8,5.0,1.0,1.22,3.17,,,,3.0,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,False,325.7,False,False
10.20517/energymater.2024.45,em4045_down.pdf,10.20517/energymater.2024.45,11.9,5.0,1.0,1.22,3.47,,,,3.0,single_or_few_layer,mxene_carbon_composite,LiF_HCl_MILD,False,381.5,False,False
10.20517/energymater.2024.45,em4045_down.pdf,10.20517/energymater.2024.45,13.4,5.0,1.0,1.33,4.65,,,,3.0,single_or_few_layer,mxene_carbon_composite,LiF_HCl_MILD,False,396.4,False,False
10.20517/energymater.2024.45,em4045_down.pdf,10.20517/energymater.2024.45,13.8,5.0,1.0,1.27,4.66,,,,3.0,single_or_few_layer,mxene_carbon_composite,LiF_HCl_MILD,False,360.3,False,False
10.1002/eem2.12876,Energy   Environ Materials - 2025 - Mehdi - Enhanced Electrochemical Performance and Theoretical Insights of.pdf,10.1002/eem2.12876,11.799999999999999,10.0,,,,16.3,,,1.0,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,False,294.0,False,False
10.1002/eem2.12876,Energy   Environ Materials - 2025 - Mehdi - Enhanced Electrochemical Performance and Theoretical Insights of.pdf,10.1002/eem2.12876,12.8,10.0,,,,,,,1.0,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,False,74.0,False,False
10.1002/eem2.12876,Energy   Environ Materials - 2025 - Mehdi - Enhanced Electrochemical Performance and Theoretical Insights of.pdf,10.1002/eem2.12876,13.0,10.0,,,,,,,1.0,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,False,105.0,False,False
10.1002/eem2.12876,Energy   Environ Materials - 2025 - Mehdi - Enhanced Electrochemical Performance and Theoretical Insights of.pdf,10.1002/eem2.12876,13.3,10.0,,,0.75,13.4,,,1.0,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,False,208.0,False,False
10.1002/eem2.12876,Energy   Environ Materials - 2025 - Mehdi - Enhanced Electrochemical Performance and Theoretical Insights of.pdf,10.1002/eem2.12876,,,,,,,,,1.0,,pristine_mxene,LiF_HCl_MILD,False,151.0,False,False
10.1002/aenm.201601372,kurra2016.pdf,10.1002/aenm.201601372,12.89,20.0,,1.0,125.0,,,,1.0,multilayer,mxene_polymer_composite,LiF_HCl_MILD,False,,,False
10.1002/slct.202200690,liu2022.pdf,10.1002/slct.202200690,16.21,5.0,,,,,,,1.0,,pristine_mxene,LiF_HCl_MILD,False,164.6,False,False
10.1002/slct.202200690,liu2022.pdf,10.1002/slct.202200690,14.2,,,,,,,,1.0,,pristine_mxene,LiF_HCl_MILD,False,,,False
10.1002/slct.202200690,liu2022.pdf,10.1002/slct.202200690,14.15,5.0,,,,,,,1.0,,pristine_mxene,LiF_HCl_MILD,False,200.4,False,False
10.1002/slct.202200690,liu2022.pdf,10.1002/slct.202200690,14.14,,,,,,,,1.0,,pristine_mxene,LiF_HCl_MILD,False,,,False
10.1002/slct.202200690,liu2022.pdf,10.1002/slct.202200690,16.53,5.0,,,,,,,1.0,,mxene_carbon_composite,LiF_HCl_MILD,False,211.7,False,False
10.1002/slct.202200690,liu2022.pdf,10.1002/slct.202200690,15.2,,,,,,,,1.0,,mxene_carbon_composite,LiF_HCl_MILD,False,,,False
10.1002/slct.202200690,liu2022.pdf,10.1002/slct.202200690,14.58,5.0,,,,,,,1.0,,mxene_carbon_composite,LiF_HCl_MILD,False,270.5,False,False
10.1002/slct.202200690,liu2022.pdf,10.1002/slct.202200690,13.91,,,,,,,,1.0,,mxene_carbon_composite,LiF_HCl_MILD,False,,,False
10.1002/smll.202202203,lv2022.pdf,10.1002/smll.202202203,13.6,2.0,,,,,,,1.0,single_or_few_layer,pristine_mxene,LiF_HCl_MILD,False,376.0,False,False
