fold,k,ratio,gen_seed,variable,type,n_real,n_syn,real_mean,syn_mean,real_median,syn_median,real_std,syn_std,real_iqr,syn_iqr,real_min,syn_min,real_max,syn_max,ks_statistic,ks_pvalue,wasserstein,wasserstein_normalised,mean_shift_in_real_sd,n_categories_real,n_categories_syn,jensen_shannon_distance,total_variation_distance,max_freq_abs_diff,real_freqs,syn_freqs
1,2,3.0,1,h2so4_M,categorical,37,111,,,,,,,,,,,,,,,,,,3.0,3.0,0.04968931396786597,0.036036036036036,0.036036036036036,1.0=0.514; 2.0=0.054; 3.0=0.432,1.0=0.477; 2.0=0.081; 3.0=0.441
1,2,3.0,1,composition_family,categorical,37,111,,,,,,,,,,,,,,,,,,5.0,5.0,0.03677570316117107,0.01801801801801802,0.009009009009009028,doped_mxene=0.027; mxene_carbon_composite=0.081; mxene_polymer_composite=0.243; pristine_mxene=0.622; structured_pristine_mxene=0.027,doped_mxene=0.018; mxene_carbon_composite=0.090; mxene_polymer_composite=0.234; pristine_mxene=0.622; structured_pristine_mxene=0.036
1,2,3.0,1,scan_rate_mV_s,categorical,37,111,,,,,,,,,,,,,,,,,,5.0,5.0,0.03953605196133187,0.036036036036036036,0.02702702702702703,1.0=0.081; 10.0=0.189; 1000.0=0.054; 2.0=0.378; 5.0=0.297,1.0=0.081; 10.0=0.180; 1000.0=0.072; 2.0=0.351; 5.0=0.315
1,2,3.0,1,layer_class,categorical,37,111,,,,,,,,,,,,,,,,,,3.0,3.0,0.06280988028845923,0.05405405405405406,0.05405405405405406,delaminated=0.135; multilayer=0.054; single_or_few_layer=0.811,delaminated=0.099; multilayer=0.036; single_or_few_layer=0.865
1,2,3.0,2,interlayer_A,continuous,37,111,14.942432432432433,15.281922348990705,13.4,13.415105770615048,5.733463857722294,6.091442519777613,1.3000000000000007,2.1463955729363278,10.0,10.022770274595954,39.3,38.91233426353025,0.11711711711711711,0.8229356908726634,0.6685206471733294,0.11659978396356534,0.05921200952562366,,,,,,,
1,2,3.0,2,target_cap_F_g,continuous,37,111,317.8135135135135,331.74872363508894,278.0,308.6991344051865,239.01609797268904,259.4208409927989,156.9,154.9355368188481,74.0,74.46871937013844,1609.5,1591.2604924869995,0.13513513513513514,0.6694609832147828,27.218862554781246,0.11387878383777893,0.05830239151158652,,,,,,,
1,2,3.0,2,h2so4_M,categorical,37,111,,,,,,,,,,,,,,,,,,3.0,3.0,0.08452568183089129,0.09909909909909907,0.09909909909909909,1.0=0.514; 2.0=0.054; 3.0=0.432,1.0=0.414; 2.0=0.063; 3.0=0.523
1,2,3.0,2,composition_family,categorical,37,111,,,,,,,,,,,,,,,,,,5.0,5.0,0.04491058535684608,0.02702702702702702,0.01801801801801803,doped_mxene=0.027; mxene_carbon_composite=0.081; mxene_polymer_composite=0.243; pristine_mxene=0.622; structured_pristine_mxene=0.027,doped_mxene=0.036; mxene_carbon_composite=0.063; mxene_polymer_composite=0.252; pristine_mxene=0.631; structured_pristine_mxene=0.018
1,2,3.0,2,scan_rate_mV_s,categorical,37,111,,,,,,,,,,,,,,,,,,5.0,5.0,0.0780148441772551,0.07207207207207206,0.05405405405405406,1.0=0.081; 10.0=0.189; 1000.0=0.054; 2.0=0.378; 5.0=0.297,1.0=0.063; 10.0=0.207; 1000.0=0.090; 2.0=0.324; 5.0=0.315
1,2,3.0,2,layer_class,categorical,37,111,,,,,,,,,,,,,,,,,,3.0,3.0,0.05486815785673383,0.036036036036036,0.03603603603603604,delaminated=0.135; multilayer=0.054; single_or_few_layer=0.811,delaminated=0.099; multilayer=0.072; single_or_few_layer=0.829
1,2,5.25,0,interlayer_A,continuous,37,194,14.942432432432433,14.76501506146322,13.4,13.467023193709341,5.733463857722294,5.171261144027071,1.3000000000000007,1.680560657454862,10.0,10.092866553362082,39.3,38.59458369620104,0.11368069100027862,0.7692966190867043,0.35220034659183586,0.0614288945272523,-0.030944185813651333,,,,,,,
1,2,5.25,0,target_cap_F_g,continuous,37,194,317.8135135135135,304.344710080997,278.0,276.84226945323644,239.01609797268904,188.81591411242252,156.9,154.1222286964973,74.0,74.09743780927306,1609.5,1572.7386687719218,0.09807745890220117,0.8932191043483347,25.30845646157943,0.10588599126269427,-0.056351030523707636,,,,,,,
1,2,5.25,0,h2so4_M,categorical,37,194,,,,,,,,,,,,,,,,,,3.0,3.0,0.014642562787161442,0.008358874338255773,0.008358874338255773,1.0=0.514; 2.0=0.054; 3.0=0.432,1.0=0.505; 2.0=0.062; 3.0=0.433
1,2,5.25,0,composition_family,categorical,37,194,,,,,,,,,,,,,,,,,,5.0,5.0,0.04450373986816218,0.034410699359152995,0.02786291446085265,doped_mxene=0.027; mxene_carbon_composite=0.081; mxene_polymer_composite=0.243; pristine_mxene=0.622; structured_pristine_mxene=0.027,doped_mxene=0.015; mxene_carbon_composite=0.088; mxene_polymer_composite=0.227; pristine_mxene=0.649; structured_pristine_mxene=0.021
1,2,5.25,0,scan_rate_mV_s,categorical,37,194,,,,,,,,,,,,,,,,,,5.0,5.0,0.04469885180571318,0.03413207021454444,0.0192254109779883,1.0=0.081; 10.0=0.189; 1000.0=0.054; 2.0=0.378; 5.0=0.297,1.0=0.062; 10.0=0.206; 1000.0=0.041; 2.0=0.376; 5.0=0.314
1,2,5.25,0,layer_class,categorical,37,194,,,,,,,,,,,,,,,,,,3.0,3.0,0.08516699764293338,0.05419336862635832,0.05419336862635832,delaminated=0.135; multilayer=0.054; single_or_few_layer=0.811,delaminated=0.124; multilayer=0.108; single_or_few_layer=0.768
1,2,5.25,1,interlayer_A,continuous,37,194,14.942432432432433,14.694880904313829,13.4,13.328077783448183,5.733463857722294,4.853338242495939,1.3000000000000007,1.5614015287134215,10.0,10.103916636445664,39.3,39.22014123761869,0.08790749512398997,0.9495480139626207,0.46768422735809523,0.08157097331801966,-0.043176609160129616,,,,,,,
1,2,5.25,1,target_cap_F_g,continuous,37,194,317.8135135135135,319.85146684954856,278.0,269.6417394849761,239.01609797268904,265.4774393325402,156.9,161.29488375864005,74.0,78.12086885714899,1609.5,1608.074158932712,0.12385065477848983,0.675703261916679,23.399749130276945,0.0979003059992666,0.008526427103951484,,,,,,,
1,2,5.25,1,h2so4_M,categorical,37,194,,,,,,,,,,,,,,,,,,3.0,3.0,0.07186075191342145,0.08191696851490671,0.08191696851490671,1.0=0.514; 2.0=0.054; 3.0=0.432,1.0=0.582; 2.0=0.067; 3.0=0.351
1,2,5.25,1,composition_family,categorical,37,194,,,,,,,,,,,,,,,,,,5.0,5.0,0.08157065479108247,0.05962663694622458,0.050571189746447476,doped_mxene=0.027; mxene_carbon_composite=0.081; mxene_polymer_composite=0.243; pristine_mxene=0.622; structured_pristine_mxene=0.027,doped_mxene=0.036; mxene_carbon_composite=0.057; mxene_polymer_composite=0.294; pristine_mxene=0.603; structured_pristine_mxene=0.010
1,2,5.25,1,scan_rate_mV_s,categorical,37,194,,,,,,,,,,,,,,,,,,5.0,5.0,0.06661555857960723,0.04694901086653663,0.04430203399275562,1.0=0.081; 10.0=0.189; 1000.0=0.054; 2.0=0.378; 5.0=0.297,1.0=0.046; 10.0=0.180; 1000.0=0.057; 2.0=0.423; 5.0=0.294
1,2,5.25,1,layer_class,categorical,37,194,,,,,,,,,,,,,,,,,,3.0,3.0,0.055063948924930245,0.039704653106714935,0.03970465310671489,delaminated=0.135; multilayer=0.054; single_or_few_layer=0.811,delaminated=0.119; multilayer=0.031; single_or_few_layer=0.851
1,2,5.25,2,interlayer_A,continuous,37,194,14.942432432432433,14.318236357281753,13.4,13.33530844624342,5.733463857722294,4.651007571396938,1.3000000000000007,1.5733097917142693,10.0,10.003888884855376,39.3,39.19134755941358,0.08957926999164112,0.9417311355212392,0.6994790043999054,0.12199937450687692,-0.10886892995932329,,,,,,,
1,2,5.25,2,target_cap_F_g,continuous,37,194,317.8135135135135,288.15418833620015,278.0,282.94522624919796,239.01609797268904,134.24396297543285,156.9,141.38931301506707,74.0,75.99854744363799,1609.5,1551.5591600994342,0.09988854834215659,0.8804117904576979,36.9894044921145,0.15475695907453507,-0.12408923678731608,,,,,,,
1,2,5.25,2,h2so4_M,categorical,37,194,,,,,,,,,,,,,,,,,,3.0,3.0,0.08978777212821758,0.056143772638618,0.05614377263861803,1.0=0.514; 2.0=0.054; 3.0=0.432,1.0=0.515; 2.0=0.108; 3.0=0.376
1,2,5.25,2,composition_family,categorical,37,194,,,,,,,,,,,,,,,,,,5.0,5.0,0.10748504047113876,0.056561716355530776,0.034689328503761496,doped_mxene=0.027; mxene_carbon_composite=0.081; mxene_polymer_composite=0.243; pristine_mxene=0.622; structured_pristine_mxene=0.027,doped_mxene=0.005; mxene_carbon_composite=0.046; mxene_polymer_composite=0.263; pristine_mxene=0.639; structured_pristine_mxene=0.046
1,2,5.25,2,scan_rate_mV_s,categorical,37,194,,,,,,,,,,,,,,,,,,5.0,5.0,0.0829553310127043,0.07676232933964892,0.059765951518528815,1.0=0.081; 10.0=0.189; 1000.0=0.054; 2.0=0.378; 5.0=0.297,1.0=0.077; 10.0=0.206; 1000.0=0.026; 2.0=0.438; 5.0=0.253
1,2,5.25,2,layer_class,categorical,37,194,,,,,,,,,,,,,,,,,,3.0,3.0,0.06455758666910558,0.04276957369740875,0.04276957369740875,delaminated=0.135; multilayer=0.054; single_or_few_layer=0.811,delaminated=0.139; multilayer=0.093; single_or_few_layer=0.768
1,3,1.0,0,interlayer_A,continuous,37,37,14.942432432432433,14.465899849353242,13.4,13.668156584819142,5.733463857722294,4.6625795611406105,1.3000000000000007,0.8812532392641632,10.0,10.390656409896469,39.3,38.06470719559878,0.1891891891891892,0.5278931711644922,1.0635392474953718,0.18549680854147374,-0.08311425604215822,,,,,,,
1,3,1.0,0,target_cap_F_g,continuous,37,37,317.8135135135135,320.19715382425926,278.0,302.96161388837817,239.01609797268904,238.80774359161228,156.9,121.75965750578641,74.0,87.1825795837209,1609.5,1601.6248899610762,0.13513513513513514,0.8944468869217319,19.886225084465348,0.0832003586918971,0.00997271870373403,,,,,,,
1,3,1.0,0,h2so4_M,categorical,37,37,,,,,,,,,,,,,,,,,,3.0,3.0,0.0995252643706384,0.08108108108108111,0.08108108108108109,1.0=0.514; 2.0=0.054; 3.0=0.432,1.0=0.541; 2.0=0.108; 3.0=0.351
1,3,1.0,0,composition_family,categorical,37,37,,,,,,,,,,,,,,,,,,5.0,5.0,0.0756070882582389,0.05405405405405403,0.05405405405405406,doped_mxene=0.027; mxene_carbon_composite=0.081; mxene_polymer_composite=0.243; pristine_mxene=0.622; structured_pristine_mxene=0.027,doped_mxene=0.027; mxene_carbon_composite=0.135; mxene_polymer_composite=0.216; pristine_mxene=0.595; structured_pristine_mxene=0.027
1,3,1.0,0,scan_rate_mV_s,categorical,37,37,,,,,,,,,,,,,,,,,,5.0,4.0,0.21692618845726142,0.13513513513513514,0.13513513513513514,1.0=0.081; 10.0=0.189; 1000.0=0.054; 2.0=0.378; 5.0=0.297,1.0=0.027; 10.0=0.162; 1000.0=0.000; 2.0=0.378; 5.0=0.432
1,3,1.0,0,layer_class,categorical,37,37,,,,,,,,,,,,,,,,,,3.0,3.0,0.058924871629985026,0.027027027027027,0.02702702702702703,delaminated=0.135; multilayer=0.054; single_or_few_layer=0.811,delaminated=0.135; multilayer=0.027; single_or_few_layer=0.838
1,3,3.0,0,interlayer_A,continuous,37,111,14.942432432432433,14.997770013031873,13.4,13.233117348690673,5.733463857722294,6.08328965484174,1.3000000000000007,1.7532264788815386,10.0,10.070866316608589,39.3,39.26801928534204,0.0990990990990991,0.9379669797917024,0.4227258906844487,0.07372958148416463,0.009651683863831658,,,,,,,
1,3,3.0,0,target_cap_F_g,continuous,37,111,317.8135135135135,329.00732917509885,278.0,292.0422942914921,239.01609797268904,229.9100650776091,156.9,121.04881582282104,74.0,98.9482891137971,1609.5,1594.1406515212393,0.16216216216216217,0.4384356067151199,16.01767107964344,0.06701503043311201,0.046832894338624836,,,,,,,
1,3,3.0,0,h2so4_M,categorical,37,111,,,,,,,,,,,,,,,,,,3.0,3.0,0.05948418252679662,0.03603603603603604,0.03603603603603603,1.0=0.514; 2.0=0.054; 3.0=0.432,1.0=0.495; 2.0=0.090; 3.0=0.414
1,3,3.0,0,composition_family,categorical,37,111,,,,,,,,,,,,,,,,,,5.0,5.0,0.030121383384627734,0.018018018018018042,0.018018018018018056,doped_mxene=0.027; mxene_carbon_composite=0.081; mxene_polymer_composite=0.243; pristine_mxene=0.622; structured_pristine_mxene=0.027,doped_mxene=0.027; mxene_carbon_composite=0.063; mxene_polymer_composite=0.243; pristine_mxene=0.640; structured_pristine_mxene=0.027
1,3,3.0,0,scan_rate_mV_s,categorical,37,111,,,,,,,,,,,,,,,,,,5.0,5.0,0.07058758286788908,0.08108108108108109,0.07207207207207206,1.0=0.081; 10.0=0.189; 1000.0=0.054; 2.0=0.378; 5.0=0.297,1.0=0.072; 10.0=0.171; 1000.0=0.063; 2.0=0.450; 5.0=0.243
1,3,3.0,0,layer_class,categorical,37,111,,,,,,,,,,,,,,,,,,3.0,3.0,0.011402613483924476,0.009009009009008973,0.009009009009009028,delaminated=0.135; multilayer=0.054; single_or_few_layer=0.811,delaminated=0.126; multilayer=0.054; single_or_few_layer=0.820
